uf;cod_mun_ibge;nome_municipio;partido;coligacao;n_partidos;espvida;mort1;e_anosestudo;t_analf25m;ppob;rdpc;agua_esgoto;i_escolaridade;p_super;t_des18m;gini
MG;3127206;Funilândia;PMDB-PSDB-PFL;Não-coligado;2;69,98;28,72;8,67;19,86;66,29;324,46;8,20;0,182;2,78;12,97;0,58
MG;3108701;Brás Pires;PMDB-PSDB-PFL;Coligado;3;70,08;28,43;8,42;18,52;82,67;176,42;6,78;0,157;1,63;3,59;0,54
MG;3128105;Guapé;PMDB-PSDB-PFL;Coligado;2;72,25;22,25;8,62;15,25;58,59;372,43;1,83;0,254;3,91;4,98;0,52
MG;3121407;Desterro de Entre Rios;PMDB-PSDB-PFL;Coligado;3;70,80;26,31;9,05;21,53;75,71;220,74;1,23;0,144;2,37;6,11;0,58
MG;3137106;Lagamar;PMDB-PSDB-PFL;Coligado;2;69,19;31,17;9,23;16,05;56,93;360,19;3,91;0,321;3,23;10,29;0,51
MG;3162948;São José da Barra;PMDB-PSDB-PFL;Coligado;2;74,04;17,70;8,60;12,33;44,01;514,16;0,00;0,332;6,54;5,29;0,54
MG;3128907;Guimarânia;PMDB-PSDB-PFL;Não-coligado;2;73,57;18,86;8,88;12,63;52,45;454,24;2,14;0,279;2,78;6,08;0,56
MG;3168408;Tarumirim;PMDB-PSDB-PFL;Coligado;3;68,41;33,68;9,47;29,26;75,22;257,76;8,79;0,206;2,57;8,39;0,61
MG;3120508;Cristina;PMDB-PSDB-PFL;Não-coligado;2;69,77;29,37;8,04;18,16;63,68;338,15;6,79;0,230;4,67;4,34;0,55
MG;3117801;Conceição dos Ouros;PMDB-PSDB-PFL;Coligado;2;72,12;22,61;8,87;15,40;48,86;409,50;0,88;0,258;4,50;5,36;0,48
MG;3114550;Carneirinho;PMDB-PSDB-PFL;Coligado;1;73,02;20,24;9,40;23,86;51,93;502,07;7,58;0,252;4,14;8,96;0,59
MG;3110202;Cajuri;PMDB-PSDB-PFL;Coligado;2;68,40;33,72;8,76;21,35;67,97;279,76;5,32;0,237;4,58;3,37;0,52
MG;3126109;Formiga;PMDB-PSDB-PFL;Coligado;2;74,48;16,65;9,47;11,64;42,62;503,03;0,79;0,364;7,15;9,96;0,53
MG;3101102;Aimorés;PMDB-PSDB-PFL;Não-coligado;2;71,99;22,95;8,82;24,81;60,51;354,63;3,02;0,294;3,91;11,48;0,56
MG;3127354;Glaucilândia;PMDB-PSDB-PFL;Coligado;2;68,95;31,93;10,30;23,26;75,87;198,21;15,23;0,248;1,28;10,90;0,49
MG;3161403;São Francisco do Glória;PMDB-PSDB-PFL;Coligado;2;69,20;31,15;8,25;26,01;62,71;280,72;3,97;0,198;2,36;4,20;0,48
MG;3116407;Claraval;PMDB-PSDB-PFL;Não-coligado;3;71,33;24,78;5,36;17,59;55,07;341,60;0,78;0,188;1,56;1,12;0,44
MG;3124005;Ervália;PMDB-PSDB-PFL;Coligado;3;68,46;33,52;7,64;27,10;70,06;338,34;7,36;0,176;2,11;5,63;0,67
MG;3113008;Caraí;PMDB-PSDB-PFL;Coligado;3;66,88;38,95;7,81;45,85;85,23;165,93;19,96;0,131;0,87;6,98;0,55
MG;3157500;Santa Efigênia de Minas;PMDB-PSDB-PFL;Coligado;2;69,20;31,13;7,57;36,82;79,93;215,06;17,15;0,130;1,23;15,68;0,62
MG;3120706;Cruzeiro da Fortaleza;PMDB-PSDB-PFL;Coligado;2;73,26;19,64;10,15;9,95;42,53;519,80;1,59;0,317;5,89;4,66;0,53
MG;3163607;São José do Mantimento;PMDB-PSDB-PFL;Coligado;2;68,42;33,65;7,92;32,35;70,51;236,25;0,00;0,223;11,33;6,74;0,59
MG;3165206;São Thomé das Letras;PMDB-PSDB-PFL;Coligado;2;68,42;33,66;8,28;24,27;57,99;398,03;1,18;0,230;3,47;4,58;0,54
MG;3104205;Arcos;PMDB-PSDB-PFL;Não-coligado;5;74,48;16,65;10,31;9,95;39,47;524,58;0,79;0,401;5,90;10,68;0,51
MG;3101706;Almenara;PMDB-PSDB-PFL;Coligado;2;67,64;36,28;8,03;39,68;75,11;330,21;3,82;0,238;3,27;18,68;0,67
MG;3112208;Capela Nova;PMDB-PSDB-PFL;Coligado;2;70,06;28,49;7,55;17,82;72,18;225,53;2,83;0,226;2,70;4,61;0,43
MG;3116100;Chapada do Norte;PMDB-PSDB-PFL;Coligado;3;68,72;32,68;6,59;48,21;76,84;177,70;25,05;0,103;0,88;6,51;0,44
MG;3141306;Medeiros;PMDB-PSDB-PFL;Não-coligado;3;74,07;17,63;8,40;13,39;32,52;628,23;0,70;0,261;1,52;0,00;0,53
MG;3152808;Prata;PMDB-PSDB-PFL;Coligado;2;70,42;27,40;8,89;16,02;45,98;542,88;3,45;0,249;4,02;6,28;0,58
MG;3150703;Pirajuba;PMDB-PSDB-PFL;Coligado;4;73,35;19,41;9,27;14,93;36,96;531,74;0,79;0,294;6,51;1,74;0,52
MG;3158607;Santana do Deserto;PMDB-PSDB-PFL;Coligado;2;71,46;24,42;8,54;18,04;53,30;321,76;0,69;0,242;0,00;8,51;0,45
MG;3115508;Caxambu;PMDB-PSDB-PFL;Coligado;3;73,78;18,33;8,94;9,93;45,19;528,99;0,08;0,449;8,01;15,18;0,56
MG;3170503;Urucânia;PMDB-PSDB-PFL;Coligado;4;68,41;33,68;8,98;25,23;70,36;283,38;5,45;0,216;3,44;12,99;0,52
MG;3122108;Divino das Laranjeiras;PMDB-PSDB-PFL;Coligado;2;67,89;35,42;9,87;32,05;67,39;403,44;3,89;0,257;2,91;10,25;0,65
MG;3156502;Rubelita;PMDB-PSDB-PFL;Não-coligado;3;69,11;31,42;8,03;39,03;86,16;177,30;15,08;0,140;0,43;9,86;0,70
MG;3140308;Marliéria;PMDB-PSDB-PFL;Coligado;3;69,98;28,72;8,12;19,10;65,95;325,29;5,82;0,255;3,42;14,55;0,54
MG;3151602;Planura;PMDB-PSDB-PFL;Coligado;2;72,83;20,73;9,61;14,00;49,73;458,83;0,39;0,311;3,38;10,90;0,53
MG;3169208;Tombos;PMDB-PSDB-PFL;Coligado;2;71,83;23,39;9,64;17,77;55,40;368,03;2,53;0,323;6,44;12,67;0,50
MG;3111606;Campos Gerais;PMDB-PSDB-PFL;Não-coligado;2;72,34;22,02;8,54;19,28;51,76;411,66;2,02;0,227;3,94;2,70;0,51
MG;3120201;Cristais;PMDB-PSDB-PFL;Coligado;2;72,85;20,68;7,97;18,22;38,50;477,98;1,67;0,194;3,91;1,89;0,52
MG;3118502;Consolação;PMDB-PSDB-PFL;Coligado;2;69,57;29,98;7,35;22,93;60,62;246,92;6,04;0,205;1,76;18,99;0,42
MG;3149903;Perdões;PMDB-PSDB-PFL;Não-coligado;3;74,70;16,15;8,81;13,64;45,91;468,67;1,23;0,328;5,07;8,81;0,51
MG;3128303;Guaranésia;PMDB-PSDB-PFL;Coligado;3;71,94;23,10;8,38;17,68;39,72;527,73;0,24;0,278;6,78;6,20;0,54
MG;3111309;Campo do Meio;PMDB-PSDB-PFL;Coligado;5;72,25;22,25;8,96;18,46;48,62;391,69;1,92;0,234;4,46;3,16;0,48
MG;3127057;Fronteira dos Vales;PMDB-PSDB-PFL;Coligado;2;68,40;33,72;7,04;54,95;90,15;122,78;12,42;0,158;0,99;10,82;0,54
MG;3137809;Lambari;PMDB-PSDB-PFL;Coligado;3;72,83;20,74;8,89;11,75;41,14;549,71;0,58;0,320;3,91;6,36;0,57
MG;3156007;Rio Vermelho;PMDB-PSDB-PFL;Coligado;2;66,82;39,14;7,35;41,90;77,90;212,89;36,20;0,149;0,91;4,31;0,56
MG;3153806;Queluzito;PMDB-PSDB-PFL;Não-coligado;2;70,64;26,77;8,02;16,57;55,85;338,00;0,00;0,228;2,21;3,23;0,50
MG;3125309;Faria Lemos;PMDB-PSDB-PFL;Não-coligado;3;68,40;33,72;6,38;21,88;55,59;376,89;0,73;0,281;5,56;4,03;0,52
MG;3148608;Peçanha;PMDB-PSDB-PFL;Coligado;3;66,85;39,05;8,17;35,73;76,65;229,76;18,56;0,197;2,62;8,42;0,61
MG;3143906;Muriaé;PMDB-PSDB-PFL;Coligado;2;72,02;22,88;9,16;14,68;46,61;498,08;0,47;0,338;5,81;11,48;0,55
MG;3126208;Formoso;PMDB-PSDB-PFL;Coligado;2;69,52;30,15;8,78;37,39;75,45;311,16;12,89;0,158;1,15;16,10;0,72
MG;3111150;Campo Azul;PMDB-PSDB-PFL;Coligado;2;67,04;38,39;9,20;34,83;68,33;216,94;22,02;0,173;0,63;12,17;0,58
MG;3130101;Igarapé;PMDB-PSDB-PFL;Coligado;2;69,45;30,37;8,99;15,51;49,96;399,80;7,71;0,264;1,75;16,37;0,52
MG;3123700;Engenheiro Caldas;PMDB-PSDB-PFL;Não-coligado;3;67,89;35,42;8,47;31,63;72,86;258,54;4,37;0,225;2,28;8,07;0,53
MG;3138500;Liberdade;PMDB-PSDB-PFL;Coligado;4;73,24;19,69;8,96;25,42;63,70;334,14;4,85;0,235;4,27;10,17;0,55
MG;3156809;Sabinópolis;PMDB-PSDB-PFL;Coligado;3;69,66;29,70;7,30;31,86;76,73;252,83;23,80;0,233;3,47;11,62;0,59
MG;3110103;Caiana;PMDB-PSDB-PFL;Coligado;2;69,20;31,15;8,34;24,07;50,70;400,49;0,82;0,201;1,71;0,84;0,49
MG;3167806;Soledade de Minas;PMDB-PSDB-PFL;Não-coligado;2;73,83;18,21;8,62;14,19;54,08;316,66;1,95;0,323;3,79;11,06;0,44
