Dummy_cor;Dummy_sexo;Dummy_EnsSuperior;Dummy_Classe;receita_proc_ln;reeleicao;resultado
Branca;Masculino;Ensino Superior;Classe alta e muito alta;-8,74542045593262;Não;0
Branca;Feminino;Ensino Superior;Classe alta e muito alta;-11,04348754882812;Não;0
Branca;Feminino;Ensino Superior;Classe alta e muito alta;-10,15732002258301;Não;0
Não-branca;Masculino;Sem ensino superior;Classe alta e muito alta;-8,84501266479492;Não;0
Branca;Masculino;Sem ensino superior;Classe alta e muito alta;-11,98465061187744;Não;0
Não-branca;Masculino;Sem ensino superior;Sem classe alta ou muito alta;-12,50789928436279;Não;0
Branca;Feminino;Ensino Superior;Sem classe alta ou muito alta;-11,02175998687744;Não;0
Branca;Masculino;Ensino Superior;Classe alta e muito alta;-8,89748859405518;Não;0
Branca;Masculino;Sem ensino superior;Sem classe alta ou muito alta;-10,28598213195801;Não;0
Branca;Masculino;Ensino Superior;Sem classe alta ou muito alta;-8,32552433013916;Não;0
Branca;Masculino;Ensino Superior;Classe alta e muito alta;-3,79629826545715;Sim;1
Branca;Masculino;Ensino Superior;Classe alta e muito alta;-9,69136810302734;Não;0
Não-branca;Feminino;Sem ensino superior;Sem classe alta ou muito alta;-12,65148067474365;Não;0
Branca;Masculino;Ensino Superior;Sem classe alta ou muito alta;-6,42714262008667;Não;0
Não-branca;Masculino;Ensino Superior;Sem classe alta ou muito alta;-9,91451168060303;Não;0
Não-branca;Feminino;Ensino Superior;Classe alta e muito alta;-10,91611671447754;Não;0
Branca;Masculino;Ensino Superior;Classe alta e muito alta;-5,04190540313721;Não;1
Branca;Masculino;Ensino Superior;Classe alta e muito alta;-10,06587791442871;Não;0
Não-branca;Masculino;Sem ensino superior;Sem classe alta ou muito alta;-7,67245101928711;Não;0
Não-branca;Masculino;Sem ensino superior;Sem classe alta ou muito alta;-11,25513648986816;Não;0
Não-branca;Feminino;Sem ensino superior;Sem classe alta ou muito alta;-11,18614292144775;Não;0
Não-branca;Feminino;Sem ensino superior;Sem classe alta ou muito alta;-10,94975471496582;Não;0
Branca;Masculino;Ensino Superior;Classe alta e muito alta;-6,47357702255249;Não;0
Não-branca;Feminino;Ensino Superior;Sem classe alta ou muito alta;-11,59160900115967;Não;0
Branca;Masculino;Ensino Superior;Classe alta e muito alta;-4,43962335586548;Não;1
Não-branca;Masculino;Sem ensino superior;Sem classe alta ou muito alta;-9,03748703002930;Não;0
Não-branca;Feminino;Sem ensino superior;Sem classe alta ou muito alta;-12,82982730865479;Não;0
Branca;Feminino;Ensino Superior;Sem classe alta ou muito alta;-11,26410484313965;Não;0
Branca;Masculino;Ensino Superior;Classe alta e muito alta;-11,76596164703369;Não;0
Branca;Masculino;Ensino Superior;Classe alta e muito alta;-7,24306774139404;Não;0
Branca;Masculino;Ensino Superior;Sem classe alta ou muito alta;-9,81327247619629;Não;0
Branca;Feminino;Sem ensino superior;Classe alta e muito alta;-8,56534576416016;Não;0
Branca;Masculino;Ensino Superior;Sem classe alta ou muito alta;-10,03768348693848;Não;0
Branca;Feminino;Sem ensino superior;Sem classe alta ou muito alta;-10,16489219665527;Não;0
Não-branca;Masculino;Sem ensino superior;Sem classe alta ou muito alta;-11,21317195892334;Não;0
Branca;Feminino;Sem ensino superior;Sem classe alta ou muito alta;-9,73351478576660;Não;0
Não-branca;Feminino;Sem ensino superior;Sem classe alta ou muito alta;-10,80315113067627;Não;0
Branca;Feminino;Ensino Superior;Sem classe alta ou muito alta;-10,17988967895508;Não;0
Não-branca;Feminino;Sem ensino superior;Sem classe alta ou muito alta;-9,78759098052979;Não;0
Branca;Masculino;Sem ensino superior;Classe alta e muito alta;-12,10243415832520;Não;0
Branca;Masculino;Sem ensino superior;Sem classe alta ou muito alta;-10,89846134185791;Não;0
Branca;Masculino;Ensino Superior;Classe alta e muito alta;-9,71214389801025;Não;0
Branca;Masculino;Sem ensino superior;Classe alta e muito alta;-8,89698123931885;Não;0
Branca;Masculino;Ensino Superior;Classe alta e muito alta;-3,43450093269348;Sim;1
Não-branca;Masculino;Ensino Superior;Classe alta e muito alta;-7,02196121215820;Não;0
Branca;Masculino;Ensino Superior;Classe alta e muito alta;-8,57118320465088;Não;0
Não-branca;Masculino;Ensino Superior;Sem classe alta ou muito alta;-8,79280376434326;Não;0
Branca;Feminino;Ensino Superior;Classe alta e muito alta;-4,72342109680176;Não;1
Branca;Masculino;Sem ensino superior;Sem classe alta ou muito alta;-10,91611671447754;Não;0
Não-branca;Masculino;Sem ensino superior;Classe alta e muito alta;-9,99393939971924;Não;0
Branca;Masculino;Ensino Superior;Sem classe alta ou muito alta;-9,00666809082031;Não;0
Branca;Masculino;Sem ensino superior;Sem classe alta ou muito alta;-4,89783859252930;Sim;0
Branca;Masculino;Ensino Superior;Classe alta e muito alta;-8,59730243682861;Não;0
Branca;Masculino;Ensino Superior;Classe alta e muito alta;-13,18862342834473;Não;0
Não-branca;Feminino;Ensino Superior;Classe alta e muito alta;-11,15982627868652;Não;0
Não-branca;Masculino;Ensino Superior;Sem classe alta ou muito alta;-10,33599281311035;Não;0
Não-branca;Masculino;Sem ensino superior;Sem classe alta ou muito alta;-9,27142906188965;Não;0
Não-branca;Feminino;Ensino Superior;Classe alta e muito alta;-6,15199565887451;Sim;0
Não-branca;Feminino;Sem ensino superior;Sem classe alta ou muito alta;-12,41258907318115;Não;0
Não-branca;Feminino;Sem ensino superior;Sem classe alta ou muito alta;-12,10243415832520;Não;0
Não-branca;Masculino;Sem ensino superior;Sem classe alta ou muito alta;-9,25261116027832;Não;0
Branca;Masculino;Ensino Superior;Classe alta e muito alta;-10,18477630615234;Não;0
Branca;Feminino;Sem ensino superior;Sem classe alta ou muito alta;-13,11303520202637;Não;0
Branca;Masculino;Sem ensino superior;Classe alta e muito alta;-20,46547698974609;Não;0
Branca;Feminino;Ensino Superior;Sem classe alta ou muito alta;-10,36489582061768;Não;0
Branca;Masculino;Sem ensino superior;Sem classe alta ou muito alta;-11,28965377807617;Não;0
Branca;Masculino;Ensino Superior;Sem classe alta ou muito alta;-10,60095310211182;Não;0
Não-branca;Masculino;Ensino Superior;Classe alta e muito alta;-10,48139667510986;Não;0
Branca;Masculino;Ensino Superior;Classe alta e muito alta;-4,83681488037109;Sim;1
Não-branca;Feminino;Sem ensino superior;Sem classe alta ou muito alta;-12,10243415832520;Não;0
Não-branca;Feminino;Ensino Superior;Classe alta e muito alta;-5,87604093551636;Não;1
Branca;Masculino;Ensino Superior;Sem classe alta ou muito alta;-8,39520359039307;Não;0
Branca;Masculino;Ensino Superior;Classe alta e muito alta;-3,47615504264832;Sim;1
Branca;Masculino;Sem ensino superior;Sem classe alta ou muito alta;-10,65944480895996;Não;0
Não-branca;Masculino;Sem ensino superior;Classe alta e muito alta;-11,64027404785156;Não;0
Não-branca;Masculino;Sem ensino superior;Sem classe alta ou muito alta;-10,84967136383057;Não;0
Branca;Masculino;Sem ensino superior;Sem classe alta ou muito alta;-12,07222843170166;Não;0
Branca;Masculino;Ensino Superior;Classe alta e muito alta;-9,17940330505371;Não;0
Não-branca;Masculino;Ensino Superior;Classe alta e muito alta;-9,08986663818359;Não;0
Branca;Masculino;Ensino Superior;Classe alta e muito alta;-11,00939273834229;Não;0
Não-branca;Masculino;Ensino Superior;Classe alta e muito alta;-6,27483749389648;Sim;0
Não-branca;Masculino;Sem ensino superior;Sem classe alta ou muito alta;-12,50789928436279;Não;0
Branca;Feminino;Sem ensino superior;Sem classe alta ou muito alta;-9,91872596740723;Não;0
Branca;Masculino;Ensino Superior;Classe alta e muito alta;-6,45477247238159;Não;0
Não-branca;Masculino;Sem ensino superior;Sem classe alta ou muito alta;-11,59160900115967;Não;0
Não-branca;Masculino;Sem ensino superior;Classe alta e muito alta;-7,34335613250732;Não;0
Branca;Masculino;Ensino Superior;Classe alta e muito alta;-8,38471221923828;Não;0
Não-branca;Masculino;Ensino Superior;Classe alta e muito alta;-10,38563728332520;Não;0
Não-branca;Feminino;Ensino Superior;Sem classe alta ou muito alta;-14,58734035491943;Não;0
Branca;Feminino;Ensino Superior;Sem classe alta ou muito alta;-7,87960338592529;Não;0
Não-branca;Masculino;Sem ensino superior;Sem classe alta ou muito alta;-9,57484054565430;Não;0
Branca;Feminino;Sem ensino superior;Sem classe alta ou muito alta;-11,09053039550781;Não;0
Branca;Masculino;Ensino Superior;Sem classe alta ou muito alta;-9,02989482879639;Não;0
Branca;Masculino;Sem ensino superior;Sem classe alta ou muito alta;-8,20383453369141;Não;0
Branca;Masculino;Sem ensino superior;Sem classe alta ou muito alta;-10,34659004211426;Não;0
Não-branca;Masculino;Sem ensino superior;Classe alta e muito alta;-10,33144474029541;Não;0
Não-branca;Masculino;Ensino Superior;Classe alta e muito alta;-9,96793460845947;Não;0
Branca;Feminino;Ensino Superior;Classe alta e muito alta;-10,17454242706299;Não;0
Não-branca;Feminino;Ensino Superior;Classe alta e muito alta;-12,10243415832520;Não;0
Branca;Feminino;Sem ensino superior;Sem classe alta ou muito alta;-11,15982627868652;Não;0
Branca;Masculino;Sem ensino superior;Sem classe alta ou muito alta;-9,22043037414551;Não;0
Branca;Masculino;Ensino Superior;Classe alta e muito alta;-5,16340637207031;Não;0
Não-branca;Masculino;Ensino Superior;Sem classe alta ou muito alta;-9,09799003601074;Não;0
Não-branca;Masculino;Ensino Superior;Sem classe alta ou muito alta;-10,33400058746338;Não;0
Branca;Masculino;Ensino Superior;Sem classe alta ou muito alta;-10,07232284545898;Não;0
Branca;Masculino;Sem ensino superior;Classe alta e muito alta;-8,75028133392334;Não;0
Branca;Masculino;Ensino Superior;Sem classe alta ou muito alta;-8,47932434082031;Não;0
Branca;Masculino;Ensino Superior;Classe alta e muito alta;-8,15263366699219;Não;0
Branca;Masculino;Ensino Superior;Sem classe alta ou muito alta;-9,99292850494385;Não;0
Não-branca;Feminino;Ensino Superior;Classe alta e muito alta;-9,01461696624756;Não;0
Não-branca;Feminino;Ensino Superior;Classe alta e muito alta;-8,32346630096436;Não;0
Não-branca;Masculino;Ensino Superior;Sem classe alta ou muito alta;-8,97024059295654;Não;0
Não-branca;Feminino;Ensino Superior;Sem classe alta ou muito alta;-13,18862342834473;Não;0
Branca;Masculino;Ensino Superior;Classe alta e muito alta;-9,67836952209473;Não;0
Não-branca;Feminino;Sem ensino superior;Sem classe alta ou muito alta;-9,09017276763916;Não;0
Branca;Masculino;Ensino Superior;Classe alta e muito alta;-5,54979038238525;Não;0
Não-branca;Masculino;Sem ensino superior;Sem classe alta ou muito alta;-8,40791320800781;Não;0
Não-branca;Masculino;Sem ensino superior;Classe alta e muito alta;-10,66121768951416;Não;0
Branca;Masculino;Ensino Superior;Classe alta e muito alta;-6,39451217651367;Sim;1
Branca;Masculino;Sem ensino superior;Classe alta e muito alta;-3,69996309280396;Sim;1
Não-branca;Feminino;Sem ensino superior;Sem classe alta ou muito alta;-7,53902387619019;Não;0
Não-branca;Masculino;Ensino Superior;Sem classe alta ou muito alta;-7,93294334411621;Não;1
Branca;Feminino;Sem ensino superior;Classe alta e muito alta;-8,49509716033936;Não;0
Não-branca;Feminino;Ensino Superior;Classe alta e muito alta;-10,78067779541016;Não;0
Não-branca;Masculino;Sem ensino superior;Classe alta e muito alta;-5,21005058288574;Não;0
Branca;Masculino;Ensino Superior;Classe alta e muito alta;-11,46057987213135;Não;0
Branca;Feminino;Ensino Superior;Classe alta e muito alta;-11,28965377807617;Não;0
Não-branca;Feminino;Sem ensino superior;Sem classe alta ou muito alta;-9,23477172851562;Não;0
Não-branca;Masculino;Sem ensino superior;Sem classe alta ou muito alta;-8,65899085998535;Não;0
Branca;Masculino;Ensino Superior;Classe alta e muito alta;-7,84632492065430;Não;0
Não-branca;Feminino;Sem ensino superior;Sem classe alta ou muito alta;-9,38714218139648;Não;0
Não-branca;Masculino;Ensino Superior;Sem classe alta ou muito alta;-11,22142505645752;Não;0
Não-branca;Feminino;Ensino Superior;Sem classe alta ou muito alta;-11,28965377807617;Não;0
Não-branca;Feminino;Ensino Superior;Classe alta e muito alta;-7,33026742935181;Não;0
Não-branca;Masculino;Ensino Superior;Classe alta e muito alta;-10,99662590026855;Não;0
Branca;Masculino;Sem ensino superior;Classe alta e muito alta;-9,74662399291992;Não;0
Branca;Masculino;Ensino Superior;Classe alta e muito alta;-6,79002904891968;Não;0
Não-branca;Masculino;Ensino Superior;Classe alta e muito alta;-8,72285747528076;Não;0
Branca;Masculino;Ensino Superior;Classe alta e muito alta;-10,06555175781250;Não;0
Não-branca;Masculino;Sem ensino superior;Classe alta e muito alta;-8,13978576660156;Não;0
Não-branca;Feminino;Ensino Superior;Sem classe alta ou muito alta;-6,99346303939819;Não;0
Branca;Masculino;Ensino Superior;Classe alta e muito alta;-9,51216697692871;Não;0
Não-branca;Masculino;Ensino Superior;Classe alta e muito alta;-7,50925207138062;Não;0
Branca;Masculino;Ensino Superior;Classe alta e muito alta;-5,96685981750488;Não;0
Não-branca;Feminino;Ensino Superior;Classe alta e muito alta;-5,01039648056030;Sim;0
Branca;Feminino;Ensino Superior;Classe alta e muito alta;-9,03438091278076;Não;0
Não-branca;Masculino;Ensino Superior;Classe alta e muito alta;-7,11902666091919;Não;0
Não-branca;Masculino;Sem ensino superior;Sem classe alta ou muito alta;-11,64027404785156;Não;0
Não-branca;Feminino;Sem ensino superior;Sem classe alta ou muito alta;-11,32924461364746;Não;0
Não-branca;Masculino;Sem ensino superior;Classe alta e muito alta;-10,34170722961426;Não;0
Não-branca;Masculino;Ensino Superior;Classe alta e muito alta;-9,24749755859375;Não;0
Não-branca;Masculino;Ensino Superior;Classe alta e muito alta;-8,98374748229980;Não;0
Não-branca;Masculino;Ensino Superior;Classe alta e muito alta;-10,67391872406006;Não;0
Branca;Masculino;Ensino Superior;Classe alta e muito alta;-4,88501501083374;Não;1
Branca;Feminino;Ensino Superior;Classe alta e muito alta;-10,29141712188721;Não;0
Branca;Masculino;Sem ensino superior;Sem classe alta ou muito alta;-7,36442804336548;Não;0
Não-branca;Masculino;Ensino Superior;Classe alta e muito alta;-10,34170722961426;Não;0
Branca;Masculino;Ensino Superior;Sem classe alta ou muito alta;-10,82660579681396;Não;0
Branca;Masculino;Ensino Superior;Classe alta e muito alta;-6,43073892593384;Não;0
Não-branca;Feminino;Sem ensino superior;Sem classe alta ou muito alta;-9,08918952941895;Não;0
Branca;Masculino;Ensino Superior;Classe alta e muito alta;-11,76596164703369;Não;0
Branca;Masculino;Ensino Superior;Classe alta e muito alta;-5,25592327117920;Não;1
Não-branca;Masculino;Sem ensino superior;Sem classe alta ou muito alta;-9,77515602111816;Não;0
Branca;Masculino;Ensino Superior;Classe alta e muito alta;-8,74963951110840;Não;0
Não-branca;Feminino;Sem ensino superior;Sem classe alta ou muito alta;-11,94828319549561;Não;0
Branca;Masculino;Ensino Superior;Sem classe alta ou muito alta;-9,66298961639404;Não;0
Não-branca;Masculino;Sem ensino superior;Sem classe alta ou muito alta;-11,05044746398926;Não;0
Branca;Masculino;Ensino Superior;Classe alta e muito alta;-8,43627738952637;Não;0
Branca;Feminino;Sem ensino superior;Sem classe alta ou muito alta;-11,28965377807617;Não;0
Branca;Feminino;Sem ensino superior;Sem classe alta ou muito alta;-10,49299621582031;Não;0
Branca;Masculino;Ensino Superior;Sem classe alta ou muito alta;-10,82753658294678;Não;0
Branca;Masculino;Ensino Superior;Classe alta e muito alta;-9,65610980987549;Não;0
Branca;Masculino;Ensino Superior;Classe alta e muito alta;-11,42186546325684;Não;0
Não-branca;Masculino;Sem ensino superior;Sem classe alta ou muito alta;-10,66338920593262;Não;0
Branca;Masculino;Ensino Superior;Classe alta e muito alta;-6,27864885330200;Não;0
Não-branca;Masculino;Sem ensino superior;Sem classe alta ou muito alta;-10,04511070251465;Não;0
Branca;Masculino;Sem ensino superior;Sem classe alta ou muito alta;-9,83392333984375;Não;0
Não-branca;Feminino;Sem ensino superior;Sem classe alta ou muito alta;-12,50789928436279;Não;0
Branca;Masculino;Sem ensino superior;Sem classe alta ou muito alta;-10,78067779541016;Não;0
Branca;Feminino;Sem ensino superior;Sem classe alta ou muito alta;-11,50772666931152;Não;0
Não-branca;Masculino;Ensino Superior;Sem classe alta ou muito alta;-7,54644536972046;Não;0
Não-branca;Feminino;Ensino Superior;Classe alta e muito alta;-10,47810745239258;Não;0
Branca;Masculino;Sem ensino superior;Sem classe alta ou muito alta;-9,07754802703857;Não;0
Não-branca;Masculino;Ensino Superior;Classe alta e muito alta;-9,30388355255127;Não;0
Branca;Masculino;Ensino Superior;Sem classe alta ou muito alta;-11,56594085693359;Não;0
Branca;Masculino;Sem ensino superior;Sem classe alta ou muito alta;-8,78885459899902;Não;0
Não-branca;Masculino;Sem ensino superior;Classe alta e muito alta;-8,68758010864258;Não;0
Não-branca;Masculino;Sem ensino superior;Sem classe alta ou muito alta;-10,96995735168457;Não;0
Branca;Masculino;Sem ensino superior;Sem classe alta ou muito alta;-8,72214794158936;Não;0
Branca;Masculino;Ensino Superior;Classe alta e muito alta;-4,02726650238037;Sim;1
Não-branca;Masculino;Sem ensino superior;Sem classe alta ou muito alta;-10,44818210601807;Não;0
Branca;Feminino;Ensino Superior;Sem classe alta ou muito alta;-9,79984855651855;Não;0
Branca;Masculino;Ensino Superior;Classe alta e muito alta;-7,34311342239380;Não;0
Não-branca;Feminino;Sem ensino superior;Sem classe alta ou muito alta;-12,50789928436279;Não;0
Não-branca;Masculino;Ensino Superior;Classe alta e muito alta;-7,85262537002563;Não;0
Branca;Feminino;Ensino Superior;Classe alta e muito alta;-9,07492065429688;Não;0
Não-branca;Feminino;Ensino Superior;Classe alta e muito alta;-11,41757106781006;Não;0
Não-branca;Feminino;Ensino Superior;Classe alta e muito alta;-10,62843418121338;Não;0
Não-branca;Masculino;Sem ensino superior;Sem classe alta ou muito alta;-8,15512466430664;Não;0
Não-branca;Feminino;Ensino Superior;Classe alta e muito alta;-11,31397724151611;Não;0
Não-branca;Feminino;Sem ensino superior;Sem classe alta ou muito alta;-11,50772666931152;Não;0
Não-branca;Masculino;Sem ensino superior;Sem classe alta ou muito alta;-10,35613727569580;Não;0
Não-branca;Masculino;Ensino Superior;Classe alta e muito alta;-6,40685701370239;Não;0
Branca;Feminino;Sem ensino superior;Classe alta e muito alta;-10,96033668518066;Não;0
Não-branca;Masculino;Sem ensino superior;Sem classe alta ou muito alta;-8,03262424468994;Não;0
Não-branca;Masculino;Sem ensino superior;Sem classe alta ou muito alta;-13,18862342834473;Não;0
Não-branca;Masculino;Sem ensino superior;Sem classe alta ou muito alta;-9,15040683746338;Não;0
Branca;Feminino;Sem ensino superior;Sem classe alta ou muito alta;-8,99784755706787;Não;0
Não-branca;Masculino;Ensino Superior;Classe alta e muito alta;-4,62246179580688;Não;0
Branca;Masculino;Ensino Superior;Classe alta e muito alta;-4,03027868270874;Sim;1
Não-branca;Masculino;Sem ensino superior;Classe alta e muito alta;-7,09291076660156;Não;0
Branca;Feminino;Ensino Superior;Classe alta e muito alta;-8,99423789978027;Não;0
Não-branca;Masculino;Sem ensino superior;Sem classe alta ou muito alta;-10,95503139495850;Não;0
Não-branca;Masculino;Ensino Superior;Classe alta e muito alta;-9,32102108001709;Não;0
Branca;Masculino;Ensino Superior;Classe alta e muito alta;-9,97778034210205;Não;0
Não-branca;Masculino;Sem ensino superior;Sem classe alta ou muito alta;-11,89949321746826;Não;0
Branca;Masculino;Ensino Superior;Classe alta e muito alta;-6,98994445800781;Não;0
Branca;Masculino;Ensino Superior;Classe alta e muito alta;-9,51498317718506;Não;0
Branca;Masculino;Ensino Superior;Classe alta e muito alta;-12,71338748931885;Não;0
Não-branca;Masculino;Ensino Superior;Classe alta e muito alta;-9,30568313598633;Não;0
Branca;Masculino;Sem ensino superior;Sem classe alta ou muito alta;-11,04348754882812;Não;0
Branca;Feminino;Sem ensino superior;Sem classe alta ou muito alta;-11,09691238403320;Não;0
Branca;Feminino;Ensino Superior;Classe alta e muito alta;-8,59487628936768;Não;0
Não-branca;Masculino;Sem ensino superior;Classe alta e muito alta;-9,12012481689453;Não;0
Branca;Masculino;Ensino Superior;Sem classe alta ou muito alta;-8,11244773864746;Não;0
Branca;Feminino;Sem ensino superior;Sem classe alta ou muito alta;-10,82034397125244;Não;0
Branca;Feminino;Ensino Superior;Classe alta e muito alta;-11,44750785827637;Não;0
Não-branca;Feminino;Ensino Superior;Sem classe alta ou muito alta;-10,48983478546143;Não;0
Não-branca;Masculino;Ensino Superior;Sem classe alta ou muito alta;-9,76544761657715;Não;0
Branca;Masculino;Sem ensino superior;Classe alta e muito alta;-6,86990928649902;Não;0
Não-branca;Masculino;Ensino Superior;Classe alta e muito alta;-7,48433113098145;Não;0
Não-branca;Feminino;Ensino Superior;Classe alta e muito alta;-9,12151908874512;Não;0
Não-branca;Masculino;Sem ensino superior;Sem classe alta ou muito alta;-9,80190944671631;Não;0
Branca;Masculino;Sem ensino superior;Classe alta e muito alta;-9,15794277191162;Não;0
Branca;Masculino;Ensino Superior;Classe alta e muito alta;-11,20362854003906;Não;0
Branca;Masculino;Sem ensino superior;Sem classe alta ou muito alta;-7,85102653503418;Não;0
Branca;Masculino;Sem ensino superior;Sem classe alta ou muito alta;-12,50789928436279;Não;0
Branca;Masculino;Sem ensino superior;Classe alta e muito alta;-9,29252910614014;Não;0
Branca;Masculino;Sem ensino superior;Sem classe alta ou muito alta;-12,28475570678711;Não;0
Branca;Masculino;Ensino Superior;Classe alta e muito alta;-8,35882949829102;Não;0
Branca;Feminino;Ensino Superior;Sem classe alta ou muito alta;-7,88685560226440;Não;0
Branca;Masculino;Sem ensino superior;Sem classe alta ou muito alta;-10,34889602661133;Não;0
Branca;Masculino;Sem ensino superior;Classe alta e muito alta;-10,62082958221436;Não;0
Não-branca;Masculino;Sem ensino superior;Sem classe alta ou muito alta;-6,79664468765259;Não;0
Branca;Feminino;Sem ensino superior;Sem classe alta ou muito alta;-10,41974544525146;Não;0
Branca;Masculino;Sem ensino superior;Sem classe alta ou muito alta;-11,20362854003906;Não;0
Não-branca;Masculino;Ensino Superior;Sem classe alta ou muito alta;-11,76596164703369;Não;0
Branca;Masculino;Sem ensino superior;Classe alta e muito alta;-10,34170722961426;Não;0
Branca;Masculino;Ensino Superior;Classe alta e muito alta;-2,99210381507874;Não;0
Branca;Masculino;Ensino Superior;Classe alta e muito alta;-4,38760375976562;Sim;0
Branca;Masculino;Ensino Superior;Classe alta e muito alta;-7,78641033172607;Não;0
Não-branca;Feminino;Sem ensino superior;Classe alta e muito alta;-8,40258407592773;Não;0
Branca;Masculino;Sem ensino superior;Sem classe alta ou muito alta;-6,15574884414673;Não;0
Branca;Masculino;Ensino Superior;Classe alta e muito alta;-10,94324016571045;Não;0
Branca;Masculino;Sem ensino superior;Classe alta e muito alta;-8,64065551757812;Não;0
Não-branca;Masculino;Ensino Superior;Classe alta e muito alta;-5,11604928970337;Não;0
Não-branca;Feminino;Ensino Superior;Classe alta e muito alta;-8,89663219451904;Não;0
Branca;Masculino;Sem ensino superior;Sem classe alta ou muito alta;-9,25817584991455;Não;0
Não-branca;Masculino;Sem ensino superior;Classe alta e muito alta;-8,36060237884521;Não;0
Branca;Masculino;Ensino Superior;Classe alta e muito alta;-5,98179531097412;Não;0
Branca;Masculino;Ensino Superior;Classe alta e muito alta;-3,04248046875000;Não;1
Não-branca;Masculino;Sem ensino superior;Sem classe alta ou muito alta;-9,55694580078125;Não;0
Branca;Feminino;Sem ensino superior;Sem classe alta ou muito alta;-8,22219753265381;Não;0
Não-branca;Feminino;Sem ensino superior;Sem classe alta ou muito alta;-9,45258617401123;Não;0
Branca;Masculino;Ensino Superior;Classe alta e muito alta;-5,42787790298462;Não;0
Branca;Feminino;Sem ensino superior;Sem classe alta ou muito alta;-8,67861080169678;Não;0
Não-branca;Masculino;Ensino Superior;Sem classe alta ou muito alta;-8,45490646362305;Não;0
Branca;Feminino;Sem ensino superior;Sem classe alta ou muito alta;-8,46740818023682;Não;0
Branca;Masculino;Ensino Superior;Classe alta e muito alta;-3,86252403259277;Não;0
Não-branca;Masculino;Ensino Superior;Classe alta e muito alta;-8,42113399505615;Não;0
Branca;Masculino;Sem ensino superior;Sem classe alta ou muito alta;-8,45532512664795;Não;0
Branca;Feminino;Ensino Superior;Classe alta e muito alta;-8,92222309112549;Não;0
Não-branca;Masculino;Sem ensino superior;Classe alta e muito alta;-8,30896568298340;Não;0
Branca;Masculino;Ensino Superior;Classe alta e muito alta;-5,37626981735229;Não;0
Não-branca;Masculino;Ensino Superior;Classe alta e muito alta;-6,00159788131714;Não;0
Não-branca;Masculino;Ensino Superior;Classe alta e muito alta;-6,28954648971558;Não;0
Branca;Masculino;Ensino Superior;Classe alta e muito alta;-2,95393753051758;Não;1
Branca;Masculino;Sem ensino superior;Sem classe alta ou muito alta;-8,98432922363281;Não;0
Branca;Feminino;Ensino Superior;Sem classe alta ou muito alta;-9,16896629333496;Não;0
Não-branca;Feminino;Sem ensino superior;Sem classe alta ou muito alta;-9,17236423492432;Não;0
Branca;Masculino;Ensino Superior;Sem classe alta ou muito alta;-4,62480735778809;Não;0
Branca;Masculino;Ensino Superior;Classe alta e muito alta;-8,03088951110840;Não;0
Branca;Feminino;Ensino Superior;Classe alta e muito alta;-2,73458576202393;Não;0
Não-branca;Feminino;Sem ensino superior;Sem classe alta ou muito alta;-8,09855461120605;Não;0
Branca;Masculino;Ensino Superior;Classe alta e muito alta;-3,27150392532349;Não;0
Não-branca;Masculino;Ensino Superior;Classe alta e muito alta;-7,41811609268188;Não;0
Branca;Masculino;Ensino Superior;Classe alta e muito alta;-7,33070230484009;Não;0
Branca;Masculino;Ensino Superior;Classe alta e muito alta;-6,66380023956299;Não;0
Branca;Masculino;Ensino Superior;Sem classe alta ou muito alta;-6,62059831619263;Não;0
Branca;Masculino;Sem ensino superior;Classe alta e muito alta;-4,55632066726685;Não;0
Branca;Masculino;Ensino Superior;Classe alta e muito alta;-8,22219753265381;Não;0
Branca;Masculino;Ensino Superior;Classe alta e muito alta;-7,99229621887207;Não;0
Não-branca;Masculino;Ensino Superior;Sem classe alta ou muito alta;-7,15270709991455;Não;0
Não-branca;Masculino;Ensino Superior;Sem classe alta ou muito alta;-8,85935878753662;Não;0
Branca;Masculino;Ensino Superior;Classe alta e muito alta;-8,34852313995361;Não;0
Branca;Feminino;Sem ensino superior;Sem classe alta ou muito alta;-8,93847942352295;Não;0
Branca;Masculino;Ensino Superior;Sem classe alta ou muito alta;-7,03810501098633;Não;0
Não-branca;Masculino;Ensino Superior;Classe alta e muito alta;-2,82850885391235;Não;1
Branca;Feminino;Ensino Superior;Classe alta e muito alta;-7,97344160079956;Não;0
Não-branca;Masculino;Ensino Superior;Classe alta e muito alta;-5,91122484207153;Não;0
Branca;Masculino;Ensino Superior;Sem classe alta ou muito alta;-3,75686907768250;Não;0
Branca;Masculino;Ensino Superior;Classe alta e muito alta;-5,51883935928345;Não;0
Não-branca;Feminino;Ensino Superior;Classe alta e muito alta;-7,33774232864380;Não;0
Não-branca;Masculino;Ensino Superior;Classe alta e muito alta;-11,09406280517578;Não;0
Branca;Feminino;Ensino Superior;Classe alta e muito alta;-8,22219753265381;Não;0
Não-branca;Masculino;Sem ensino superior;Classe alta e muito alta;-8,77945804595947;Não;0
Branca;Feminino;Ensino Superior;Classe alta e muito alta;-2,72982621192932;Sim;0
Não-branca;Masculino;Ensino Superior;Classe alta e muito alta;-8,04181861877441;Não;0
Não-branca;Masculino;Ensino Superior;Classe alta e muito alta;-4,31262493133545;Não;0
Branca;Masculino;Ensino Superior;Classe alta e muito alta;-7,25436067581177;Não;0
Branca;Feminino;Ensino Superior;Classe alta e muito alta;-2,90948963165283;Não;1
