Dummy_cor;Dummy_sexo;Dummy_EnsSuperior;Dummy_Classe;receita_proc_ln;reeleicao;resultado
Branca;Masculino;Sem ensino superior;Classe alta e muito alta;-11,00525188446045;Não;0
Branca;Masculino;Ensino Superior;Classe alta e muito alta;-6,34393644332886;Não;0
Branca;Feminino;Ensino Superior;Classe alta e muito alta;-8,75993824005127;Não;0
Branca;Masculino;Ensino Superior;Sem classe alta ou muito alta;-10,11134433746338;Não;0
Branca;Masculino;Sem ensino superior;Sem classe alta ou muito alta;-10,46434879302979;Não;0
Branca;Masculino;Ensino Superior;Sem classe alta ou muito alta;-10,33386707305908;Não;0
Não-branca;Feminino;Sem ensino superior;Sem classe alta ou muito alta;-10,53215217590332;Não;0
Não-branca;Masculino;Sem ensino superior;Sem classe alta ou muito alta;-9,50738525390625;Não;0
Não-branca;Feminino;Ensino Superior;Sem classe alta ou muito alta;-11,85915088653564;Não;0
Branca;Masculino;Ensino Superior;Classe alta e muito alta;-10,02251625061035;Não;0
Não-branca;Masculino;Ensino Superior;Classe alta e muito alta;-7,38223505020142;Não;0
Branca;Feminino;Sem ensino superior;Sem classe alta ou muito alta;-11,46765136718750;Não;0
Não-branca;Feminino;Sem ensino superior;Sem classe alta ou muito alta;-13,57786464691162;Não;0
Branca;Feminino;Ensino Superior;Classe alta e muito alta;-11,85064315795898;Não;0
Não-branca;Masculino;Sem ensino superior;Classe alta e muito alta;-3,58743381500244;Sim;1
Não-branca;Masculino;Sem ensino superior;Sem classe alta ou muito alta;-12,13094520568848;Não;0
Branca;Feminino;Sem ensino superior;Sem classe alta ou muito alta;-10,13150691986084;Não;0
Branca;Masculino;Ensino Superior;Classe alta e muito alta;-3,93442773818970;Sim;1
Não-branca;Feminino;Ensino Superior;Sem classe alta ou muito alta;-10,09870338439941;Não;0
Branca;Masculino;Ensino Superior;Classe alta e muito alta;-9,01175403594971;Não;0
Não-branca;Masculino;Sem ensino superior;Classe alta e muito alta;-12,01972007751465;Não;0
Não-branca;Feminino;Ensino Superior;Sem classe alta ou muito alta;-8,76102161407471;Não;0
Branca;Masculino;Sem ensino superior;Sem classe alta ou muito alta;-7,22588872909546;Não;0
Não-branca;Masculino;Sem ensino superior;Sem classe alta ou muito alta;-10,10788726806641;Não;0
Branca;Feminino;Ensino Superior;Classe alta e muito alta;-4,96028804779053;Não;0
Não-branca;Feminino;Sem ensino superior;Sem classe alta ou muito alta;-10,22883796691895;Não;0
Branca;Masculino;Ensino Superior;Classe alta e muito alta;-8,64702701568604;Não;0
Branca;Masculino;Ensino Superior;Classe alta e muito alta;-7,25637674331665;Não;0
Não-branca;Feminino;Sem ensino superior;Sem classe alta ou muito alta;-11,85064315795898;Não;0
Branca;Masculino;Ensino Superior;Classe alta e muito alta;-9,05079746246338;Não;0
Não-branca;Masculino;Ensino Superior;Classe alta e muito alta;-12,00154876708984;Não;0
Branca;Masculino;Sem ensino superior;Classe alta e muito alta;-11,56296157836914;Não;0
Não-branca;Masculino;Sem ensino superior;Sem classe alta ou muito alta;-9,05264663696289;Não;0
Branca;Masculino;Sem ensino superior;Classe alta e muito alta;-4,64879846572876;Não;0
Não-branca;Feminino;Ensino Superior;Classe alta e muito alta;-13,57786464691162;Não;0
Branca;Masculino;Sem ensino superior;Classe alta e muito alta;-5,87830257415771;Não;0
Branca;Masculino;Ensino Superior;Classe alta e muito alta;-12,28122138977051;Não;0
Não-branca;Masculino;Sem ensino superior;Sem classe alta ou muito alta;-9,62018013000488;Não;0
Branca;Masculino;Ensino Superior;Classe alta e muito alta;-3,62416410446167;Sim;1
Não-branca;Feminino;Ensino Superior;Sem classe alta ou muito alta;-9,41944980621338;Não;0
Branca;Masculino;Ensino Superior;Classe alta e muito alta;-9,09825706481934;Não;0
Branca;Feminino;Sem ensino superior;Sem classe alta ou muito alta;-10,30972194671631;Não;0
Não-branca;Masculino;Ensino Superior;Classe alta e muito alta;-8,83881950378418;Não;0
Branca;Feminino;Ensino Superior;Classe alta e muito alta;-7,28450536727905;Não;0
Branca;Masculino;Ensino Superior;Classe alta e muito alta;-4,68382501602173;Não;0
Não-branca;Masculino;Sem ensino superior;Sem classe alta ou muito alta;-9,86869239807129;Não;0
Branca;Masculino;Ensino Superior;Classe alta e muito alta;-6,72930192947388;Não;0
Não-branca;Masculino;Sem ensino superior;Classe alta e muito alta;-10,84219932556152;Não;0
Não-branca;Feminino;Ensino Superior;Classe alta e muito alta;-8,72641849517822;Não;0
Branca;Masculino;Sem ensino superior;Classe alta e muito alta;-9,81660652160645;Não;0
Branca;Feminino;Ensino Superior;Sem classe alta ou muito alta;-10,13584518432617;Não;0
Branca;Masculino;Ensino Superior;Sem classe alta ou muito alta;-11,46765136718750;Não;0
Branca;Feminino;Sem ensino superior;Sem classe alta ou muito alta;-12,56626319885254;Não;0
Não-branca;Feminino;Sem ensino superior;Sem classe alta ou muito alta;-9,50015449523926;Não;0
Não-branca;Masculino;Sem ensino superior;Sem classe alta ou muito alta;-9,34361267089844;Não;0
Branca;Masculino;Ensino Superior;Classe alta e muito alta;-9,46326828002930;Não;0
Não-branca;Masculino;Ensino Superior;Classe alta e muito alta;-9,98055171966553;Não;0
Branca;Masculino;Ensino Superior;Classe alta e muito alta;-10,08557796478271;Não;0
Branca;Masculino;Ensino Superior;Classe alta e muito alta;-4,76874113082886;Não;1
Branca;Masculino;Ensino Superior;Sem classe alta ou muito alta;-10,15948200225830;Não;0
Branca;Masculino;Ensino Superior;Sem classe alta ou muito alta;-11,38621139526367;Não;0
Branca;Feminino;Ensino Superior;Classe alta e muito alta;-13,53451728820801;Não;0
Branca;Masculino;Sem ensino superior;Sem classe alta ou muito alta;-11,00639820098877;Não;0
Não-branca;Feminino;Sem ensino superior;Sem classe alta ou muito alta;-10,44924163818359;Não;0
Branca;Masculino;Ensino Superior;Sem classe alta ou muito alta;-14,24631881713867;Não;0
Branca;Masculino;Sem ensino superior;Sem classe alta ou muito alta;-9,59986686706543;Não;0
Branca;Masculino;Ensino Superior;Classe alta e muito alta;-4,14467191696167;Sim;1
Não-branca;Feminino;Ensino Superior;Classe alta e muito alta;-9,02514648437500;Não;0
Não-branca;Feminino;Sem ensino superior;Classe alta e muito alta;-9,77042484283447;Não;0
Branca;Feminino;Sem ensino superior;Sem classe alta ou muito alta;-8,08449459075928;Não;0
Branca;Feminino;Ensino Superior;Sem classe alta ou muito alta;-11,10469341278076;Não;0
Não-branca;Masculino;Sem ensino superior;Classe alta e muito alta;-9,63308429718018;Não;0
Branca;Masculino;Sem ensino superior;Sem classe alta ou muito alta;-8,55007266998291;Não;0
Branca;Masculino;Ensino Superior;Classe alta e muito alta;-9,88898468017578;Não;0
Branca;Masculino;Ensino Superior;Classe alta e muito alta;-10,31646537780762;Não;0
Branca;Masculino;Ensino Superior;Classe alta e muito alta;-4,10222625732422;Sim;1
Não-branca;Masculino;Ensino Superior;Classe alta e muito alta;-9,92906856536865;Não;0
Branca;Masculino;Ensino Superior;Classe alta e muito alta;-9,56532859802246;Não;0
Branca;Feminino;Ensino Superior;Classe alta e muito alta;-9,28907775878906;Não;0
Branca;Feminino;Ensino Superior;Sem classe alta ou muito alta;-12,11934280395508;Não;0
Branca;Masculino;Ensino Superior;Classe alta e muito alta;-5,11209106445312;Não;0
Branca;Masculino;Ensino Superior;Classe alta e muito alta;-7,90750980377197;Não;0
Branca;Masculino;Ensino Superior;Classe alta e muito alta;-7,20317268371582;Não;0
Branca;Masculino;Sem ensino superior;Classe alta e muito alta;-9,49357604980469;Não;0
Branca;Masculino;Ensino Superior;Classe alta e muito alta;-9,97546958923340;Não;0
Branca;Masculino;Sem ensino superior;Sem classe alta ou muito alta;-11,93893527984619;Não;0
Branca;Feminino;Ensino Superior;Sem classe alta ou muito alta;-4,59660720825195;Não;0
Branca;Masculino;Sem ensino superior;Sem classe alta ou muito alta;-8,82837772369385;Não;0
Branca;Feminino;Ensino Superior;Sem classe alta ou muito alta;-11,78201389312744;Não;0
Não-branca;Masculino;Ensino Superior;Sem classe alta ou muito alta;-11,80291175842285;Não;0
Branca;Masculino;Ensino Superior;Classe alta e muito alta;-4,14866256713867;Não;1
Branca;Masculino;Sem ensino superior;Sem classe alta ou muito alta;-9,99210739135742;Não;0
Não-branca;Masculino;Sem ensino superior;Sem classe alta ou muito alta;-10,45153141021729;Não;0
Branca;Masculino;Ensino Superior;Classe alta e muito alta;-9,92391204833984;Não;0
Não-branca;Feminino;Sem ensino superior;Sem classe alta ou muito alta;-10,44924163818359;Não;0
Branca;Masculino;Ensino Superior;Classe alta e muito alta;-3,62770223617554;Sim;1
Branca;Masculino;Ensino Superior;Classe alta e muito alta;-8,16914463043213;Não;0
Não-branca;Masculino;Ensino Superior;Classe alta e muito alta;-4,82363891601562;Sim;1
Branca;Masculino;Ensino Superior;Classe alta e muito alta;-11,72889041900635;Não;0
Branca;Masculino;Sem ensino superior;Classe alta e muito alta;-8,82848548889160;Não;0
Branca;Masculino;Sem ensino superior;Sem classe alta ou muito alta;-9,71818828582764;Não;0
Branca;Masculino;Ensino Superior;Classe alta e muito alta;-8,92643928527832;Não;0
Branca;Masculino;Ensino Superior;Classe alta e muito alta;-7,38289642333984;Não;0
Branca;Masculino;Ensino Superior;Classe alta e muito alta;-8,13107109069824;Não;0
Branca;Masculino;Ensino Superior;Classe alta e muito alta;-8,93636226654053;Não;0
Branca;Masculino;Ensino Superior;Classe alta e muito alta;-7,92889881134033;Não;0
Branca;Masculino;Ensino Superior;Sem classe alta ou muito alta;-9,62758255004883;Não;0
Não-branca;Feminino;Ensino Superior;Classe alta e muito alta;-11,13722801208496;Não;0
Branca;Masculino;Ensino Superior;Classe alta e muito alta;-9,26191139221191;Não;0
Branca;Masculino;Sem ensino superior;Sem classe alta ou muito alta;-9,92384147644043;Não;0
Não-branca;Masculino;Sem ensino superior;Sem classe alta ou muito alta;-10,53215217590332;Não;0
Branca;Feminino;Ensino Superior;Classe alta e muito alta;-9,26941680908203;Não;0
Branca;Masculino;Ensino Superior;Sem classe alta ou muito alta;-9,85700225830078;Não;0
Branca;Masculino;Ensino Superior;Classe alta e muito alta;-10,58213233947754;Não;0
Não-branca;Masculino;Sem ensino superior;Sem classe alta ou muito alta;-10,33040142059326;Não;0
Não-branca;Masculino;Ensino Superior;Classe alta e muito alta;-10,36161231994629;Não;0
Não-branca;Feminino;Ensino Superior;Sem classe alta ou muito alta;-9,51555252075195;Não;0
Não-branca;Masculino;Ensino Superior;Sem classe alta ou muito alta;-10,18186092376709;Não;0
Branca;Masculino;Ensino Superior;Classe alta e muito alta;-5,14543247222900;Não;0
Branca;Feminino;Ensino Superior;Sem classe alta ou muito alta;-11,13722801208496;Não;0
Branca;Masculino;Sem ensino superior;Sem classe alta ou muito alta;-10,46791076660156;Não;0
Branca;Masculino;Sem ensino superior;Classe alta e muito alta;-9,06294631958008;Não;0
Não-branca;Feminino;Sem ensino superior;Sem classe alta ou muito alta;-9,61423492431641;Não;0
Não-branca;Masculino;Sem ensino superior;Classe alta e muito alta;-10,23942947387695;Não;0
Branca;Masculino;Ensino Superior;Classe alta e muito alta;-6,76183271408081;Não;0
Branca;Masculino;Ensino Superior;Classe alta e muito alta;-7,82347774505615;Não;0
Não-branca;Feminino;Ensino Superior;Classe alta e muito alta;-9,86104202270508;Não;0
Branca;Feminino;Ensino Superior;Classe alta e muito alta;-8,40740203857422;Não;0
Não-branca;Feminino;Sem ensino superior;Sem classe alta ou muito alta;-10,30464267730713;Não;0
Não-branca;Masculino;Ensino Superior;Classe alta e muito alta;-7,23720169067383;Não;0
Branca;Feminino;Ensino Superior;Sem classe alta ou muito alta;-10,41873836517334;Não;0
Branca;Masculino;Ensino Superior;Sem classe alta ou muito alta;-9,64337539672852;Não;0
Não-branca;Feminino;Ensino Superior;Classe alta e muito alta;-10,84219932556152;Não;0
Branca;Feminino;Ensino Superior;Classe alta e muito alta;-7,77558803558350;Não;0
Branca;Masculino;Sem ensino superior;Sem classe alta ou muito alta;-7,04480266571045;Não;0
Branca;Masculino;Sem ensino superior;Classe alta e muito alta;-4,67805576324463;Não;0
Não-branca;Masculino;Sem ensino superior;Sem classe alta ou muito alta;-10,17002296447754;Não;0
Não-branca;Masculino;Ensino Superior;Classe alta e muito alta;-9,12837219238281;Não;0
Não-branca;Masculino;Sem ensino superior;Sem classe alta ou muito alta;-12,70239543914795;Não;0
Não-branca;Masculino;Sem ensino superior;Classe alta e muito alta;-9,09231948852539;Não;0
Não-branca;Masculino;Sem ensino superior;Sem classe alta ou muito alta;-10,33819007873535;Não;0
Branca;Masculino;Ensino Superior;Classe alta e muito alta;-3,53657102584839;Sim;1
Não-branca;Masculino;Sem ensino superior;Sem classe alta ou muito alta;-13,17239952087402;Não;0
Não-branca;Masculino;Ensino Superior;Classe alta e muito alta;-11,06781864166260;Não;0
Branca;Masculino;Ensino Superior;Classe alta e muito alta;-4,72451543807983;Não;0
Branca;Masculino;Ensino Superior;Classe alta e muito alta;-8,76305389404297;Não;0
Branca;Feminino;Ensino Superior;Classe alta e muito alta;-7,45243072509766;Não;0
Não-branca;Masculino;Ensino Superior;Sem classe alta ou muito alta;-10,21488857269287;Não;0
Branca;Feminino;Sem ensino superior;Sem classe alta ou muito alta;-9,99172401428223;Não;0
Não-branca;Masculino;Ensino Superior;Classe alta e muito alta;-10,35002899169922;Não;0
Branca;Masculino;Ensino Superior;Classe alta e muito alta;-9,25634479522705;Não;0
Branca;Feminino;Ensino Superior;Sem classe alta ou muito alta;-12,66157341003418;Não;0
Branca;Feminino;Ensino Superior;Classe alta e muito alta;-6,22865676879883;Não;1
Branca;Masculino;Ensino Superior;Classe alta e muito alta;-3,72272729873657;Não;1
Não-branca;Masculino;Ensino Superior;Classe alta e muito alta;-10,42694377899170;Não;0
Não-branca;Masculino;Sem ensino superior;Sem classe alta ou muito alta;-10,18096828460693;Não;0
Branca;Feminino;Ensino Superior;Sem classe alta ou muito alta;-12,47925186157227;Não;0
Não-branca;Masculino;Sem ensino superior;Classe alta e muito alta;-10,09179019927979;Não;0
Branca;Masculino;Ensino Superior;Classe alta e muito alta;-3,46048474311829;Sim;1
Não-branca;Feminino;Ensino Superior;Classe alta e muito alta;-11,30416202545166;Não;0
Branca;Masculino;Ensino Superior;Sem classe alta ou muito alta;-6,37700319290161;Não;0
Não-branca;Masculino;Sem ensino superior;Sem classe alta ou muito alta;-10,58213233947754;Não;0
Não-branca;Masculino;Ensino Superior;Classe alta e muito alta;-10,51512813568115;Não;0
Não-branca;Masculino;Sem ensino superior;Classe alta e muito alta;-10,30464267730713;Não;0
Branca;Masculino;Ensino Superior;Classe alta e muito alta;-4,83595323562622;Não;0
Branca;Masculino;Ensino Superior;Sem classe alta ou muito alta;-7,79234218597412;Não;0
Branca;Feminino;Sem ensino superior;Sem classe alta ou muito alta;-13,24139213562012;Não;0
Branca;Feminino;Sem ensino superior;Classe alta e muito alta;-10,53215217590332;Não;0
Não-branca;Feminino;Ensino Superior;Classe alta e muito alta;-8,37023544311523;Não;0
Não-branca;Feminino;Sem ensino superior;Sem classe alta ou muito alta;-8,89226722717285;Não;0
Branca;Feminino;Ensino Superior;Classe alta e muito alta;-9,23713493347168;Não;0
Branca;Masculino;Ensino Superior;Classe alta e muito alta;-4,47588396072388;Não;0
Branca;Masculino;Ensino Superior;Classe alta e muito alta;-3,74296712875366;Sim;1
Branca;Feminino;Sem ensino superior;Sem classe alta ou muito alta;-12,66157341003418;Não;0
Branca;Masculino;Ensino Superior;Classe alta e muito alta;-10,41188335418701;Não;0
Branca;Masculino;Ensino Superior;Classe alta e muito alta;-9,13286304473877;Não;0
Não-branca;Feminino;Sem ensino superior;Sem classe alta ou muito alta;-9,85983848571777;Não;0
Branca;Masculino;Sem ensino superior;Sem classe alta ou muito alta;-12,08777332305908;Não;0
Não-branca;Masculino;Ensino Superior;Classe alta e muito alta;-4,87384462356567;Sim;0
Branca;Masculino;Ensino Superior;Classe alta e muito alta;-9,23666000366211;Não;0
Branca;Feminino;Ensino Superior;Classe alta e muito alta;-8,01051902770996;Não;0
Não-branca;Masculino;Sem ensino superior;Classe alta e muito alta;-5,23084688186646;Não;0
Branca;Masculino;Sem ensino superior;Sem classe alta ou muito alta;-9,62182426452637;Não;0
Branca;Feminino;Sem ensino superior;Classe alta e muito alta;-10,30464267730713;Não;0
Branca;Masculino;Sem ensino superior;Sem classe alta ou muito alta;-13,17239952087402;Não;0
Branca;Masculino;Ensino Superior;Sem classe alta ou muito alta;-3,89835524559021;Não;0
Não-branca;Masculino;Sem ensino superior;Sem classe alta ou muito alta;-10,59011936187744;Não;0
Não-branca;Masculino;Sem ensino superior;Classe alta e muito alta;-7,98283720016479;Não;0
Branca;Feminino;Sem ensino superior;Sem classe alta ou muito alta;-12,88471698760986;Não;0
Branca;Masculino;Sem ensino superior;Sem classe alta ou muito alta;-9,75960254669189;Não;0
Não-branca;Feminino;Sem ensino superior;Sem classe alta ou muito alta;-10,44019889831543;Não;0
Não-branca;Masculino;Sem ensino superior;Sem classe alta ou muito alta;-10,46657371520996;Não;0
Não-branca;Masculino;Sem ensino superior;Sem classe alta ou muito alta;-8,97269439697266;Não;0
Não-branca;Masculino;Sem ensino superior;Sem classe alta ou muito alta;-10,49023723602295;Não;0
Branca;Feminino;Ensino Superior;Classe alta e muito alta;-9,32189750671387;Não;0
Branca;Masculino;Ensino Superior;Classe alta e muito alta;-4,38776731491089;Sim;1
Branca;Masculino;Ensino Superior;Classe alta e muito alta;-6,38805484771729;Não;0
Branca;Masculino;Ensino Superior;Classe alta e muito alta;-11,05313587188721;Não;0
Branca;Masculino;Sem ensino superior;Sem classe alta ou muito alta;-11,53465938568115;Não;0
Branca;Masculino;Ensino Superior;Classe alta e muito alta;-10,28970718383789;Não;0
Não-branca;Feminino;Sem ensino superior;Sem classe alta ou muito alta;-10,30464267730713;Não;0
Não-branca;Masculino;Sem ensino superior;Classe alta e muito alta;-11,46160888671875;Não;0
Não-branca;Feminino;Ensino Superior;Sem classe alta ou muito alta;-10,44128417968750;Não;0
Não-branca;Masculino;Sem ensino superior;Classe alta e muito alta;-10,83637905120850;Não;0
Branca;Masculino;Ensino Superior;Classe alta e muito alta;-11,44963264465332;Não;0
Branca;Masculino;Ensino Superior;Classe alta e muito alta;-4,22957801818848;Sim;0
Não-branca;Masculino;Sem ensino superior;Sem classe alta ou muito alta;-10,53215217590332;Não;0
Não-branca;Masculino;Sem ensino superior;Sem classe alta ou muito alta;-8,62549400329590;Não;0
Não-branca;Masculino;Sem ensino superior;Sem classe alta ou muito alta;-10,16992282867432;Não;0
Não-branca;Masculino;Sem ensino superior;Sem classe alta ou muito alta;-10,33820629119873;Não;0
Não-branca;Masculino;Ensino Superior;Classe alta e muito alta;-6,00769567489624;Não;0
Não-branca;Masculino;Sem ensino superior;Sem classe alta ou muito alta;-10,53215217590332;Não;0
Não-branca;Masculino;Sem ensino superior;Sem classe alta ou muito alta;-10,13661670684814;Não;0
Branca;Feminino;Sem ensino superior;Sem classe alta ou muito alta;-10,30464267730713;Não;0
Branca;Masculino;Ensino Superior;Classe alta e muito alta;-9,61895751953125;Não;0
Branca;Masculino;Ensino Superior;Classe alta e muito alta;-9,34247970581055;Não;0
Branca;Masculino;Ensino Superior;Classe alta e muito alta;-9,73675727844238;Não;0
Branca;Feminino;Ensino Superior;Classe alta e muito alta;-11,85154151916504;Não;0
Branca;Feminino;Sem ensino superior;Sem classe alta ou muito alta;-10,53215217590332;Não;0
Não-branca;Feminino;Sem ensino superior;Sem classe alta ou muito alta;-12,08720970153809;Não;0
Branca;Feminino;Ensino Superior;Classe alta e muito alta;-7,34170246124268;Não;0
Branca;Masculino;Ensino Superior;Classe alta e muito alta;-7,92909479141235;Sim;0
Branca;Feminino;Sem ensino superior;Sem classe alta ou muito alta;-9,30454444885254;Não;0
Não-branca;Masculino;Ensino Superior;Classe alta e muito alta;-5,75997781753540;Sim;1
Branca;Feminino;Ensino Superior;Sem classe alta ou muito alta;-12,24286365509033;Não;0
Branca;Masculino;Ensino Superior;Classe alta e muito alta;-6,43407201766968;Não;0
Não-branca;Masculino;Ensino Superior;Sem classe alta ou muito alta;-9,91187763214111;Não;0
Branca;Masculino;Ensino Superior;Classe alta e muito alta;-6,85275697708130;Não;0
Não-branca;Masculino;Sem ensino superior;Sem classe alta ou muito alta;-12,25610828399658;Não;0
Não-branca;Masculino;Sem ensino superior;Sem classe alta ou muito alta;-7,20609188079834;Não;0
Não-branca;Masculino;Sem ensino superior;Classe alta e muito alta;-6,52699661254883;Não;0
Não-branca;Masculino;Sem ensino superior;Sem classe alta ou muito alta;-6,40203571319580;Não;0
Branca;Masculino;Ensino Superior;Sem classe alta ou muito alta;-7,53800249099731;Não;0
Não-branca;Masculino;Ensino Superior;Classe alta e muito alta;-7,00142240524292;Não;0
Não-branca;Feminino;Ensino Superior;Classe alta e muito alta;-5,91088056564331;Não;0
Não-branca;Feminino;Sem ensino superior;Classe alta e muito alta;-9,63966846466064;Não;0
Branca;Masculino;Ensino Superior;Classe alta e muito alta;-4,33389997482300;Sim;1
Não-branca;Masculino;Sem ensino superior;Sem classe alta ou muito alta;-10,33320426940918;Não;0
Branca;Feminino;Sem ensino superior;Sem classe alta ou muito alta;-10,51512813568115;Não;0
Não-branca;Feminino;Ensino Superior;Classe alta e muito alta;-10,16836833953857;Não;0
Branca;Masculino;Ensino Superior;Sem classe alta ou muito alta;-10,30464267730713;Não;0
Branca;Masculino;Ensino Superior;Classe alta e muito alta;-8,54256916046143;Não;0
Branca;Feminino;Sem ensino superior;Sem classe alta ou muito alta;-12,70239543914795;Não;0
Não-branca;Feminino;Sem ensino superior;Sem classe alta ou muito alta;-10,01044654846191;Não;0
Branca;Masculino;Sem ensino superior;Sem classe alta ou muito alta;-10,22665023803711;Não;0
Branca;Masculino;Ensino Superior;Sem classe alta ou muito alta;-11,27029132843018;Não;0
Branca;Masculino;Ensino Superior;Classe alta e muito alta;-9,17664813995361;Não;0
Branca;Masculino;Ensino Superior;Classe alta e muito alta;-5,71276521682739;Sim;1
Não-branca;Masculino;Ensino Superior;Classe alta e muito alta;-10,04622364044189;Não;0
Branca;Masculino;Sem ensino superior;Sem classe alta ou muito alta;-10,53334236145020;Não;0
Não-branca;Masculino;Sem ensino superior;Sem classe alta ou muito alta;-11,36168766021729;Não;0
Branca;Masculino;Ensino Superior;Sem classe alta ou muito alta;-10,05223941802979;Não;0
Branca;Masculino;Sem ensino superior;Classe alta e muito alta;-10,51512813568115;Não;0
Não-branca;Masculino;Sem ensino superior;Sem classe alta ou muito alta;-10,10788726806641;Não;0
Branca;Feminino;Ensino Superior;Sem classe alta ou muito alta;-12,47925186157227;Não;0
Não-branca;Masculino;Ensino Superior;Classe alta e muito alta;-9,04097270965576;Não;0
Branca;Feminino;Ensino Superior;Classe alta e muito alta;-9,44213771820068;Não;0
Não-branca;Feminino;Sem ensino superior;Sem classe alta ou muito alta;-9,51768302917480;Não;0
Branca;Masculino;Ensino Superior;Classe alta e muito alta;-6,93780183792114;Não;0
Branca;Feminino;Ensino Superior;Classe alta e muito alta;-10,48455142974854;Não;0
Branca;Masculino;Ensino Superior;Sem classe alta ou muito alta;-10,14961910247803;Não;0
Branca;Masculino;Ensino Superior;Sem classe alta ou muito alta;-6,98728179931641;Não;0
Não-branca;Masculino;Sem ensino superior;Sem classe alta ou muito alta;-8,95748424530029;Não;0
Branca;Masculino;Ensino Superior;Sem classe alta ou muito alta;-10,58213233947754;Não;0
Branca;Masculino;Ensino Superior;Classe alta e muito alta;-7,42462682723999;Não;0
Branca;Masculino;Ensino Superior;Sem classe alta ou muito alta;-10,41021919250488;Não;0
Branca;Feminino;Ensino Superior;Sem classe alta ou muito alta;-10,30464267730713;Não;0
Não-branca;Feminino;Ensino Superior;Classe alta e muito alta;-10,50401401519775;Não;0
Branca;Masculino;Ensino Superior;Classe alta e muito alta;-9,17151069641113;Não;0
Branca;Masculino;Ensino Superior;Classe alta e muito alta;-9,02794265747070;Não;0
Branca;Masculino;Ensino Superior;Classe alta e muito alta;-10,43574047088623;Não;0
Branca;Feminino;Ensino Superior;Sem classe alta ou muito alta;-12,88471698760986;Não;0
Branca;Masculino;Ensino Superior;Classe alta e muito alta;-9,36573696136475;Não;0
Branca;Masculino;Ensino Superior;Sem classe alta ou muito alta;-8,74003982543945;Não;0
Branca;Masculino;Sem ensino superior;Sem classe alta ou muito alta;-12,51315402984619;Não;0
Branca;Masculino;Ensino Superior;Classe alta e muito alta;-5,06234169006348;Não;0
Branca;Masculino;Ensino Superior;Classe alta e muito alta;-9,90181922912598;Não;0
Branca;Feminino;Sem ensino superior;Sem classe alta ou muito alta;-10,13214778900146;Não;0
Não-branca;Feminino;Ensino Superior;Classe alta e muito alta;-12,05189514160156;Não;0
Branca;Masculino;Ensino Superior;Sem classe alta ou muito alta;-9,58970451354980;Não;0
Não-branca;Feminino;Sem ensino superior;Sem classe alta ou muito alta;-10,42406082153320;Não;0
Branca;Masculino;Ensino Superior;Classe alta e muito alta;-5,36007118225098;Não;0
Branca;Feminino;Sem ensino superior;Sem classe alta ou muito alta;-12,47925186157227;Não;0
Branca;Feminino;Ensino Superior;Sem classe alta ou muito alta;-9,41944980621338;Não;0
Branca;Masculino;Ensino Superior;Classe alta e muito alta;-10,40015697479248;Não;0
Branca;Masculino;Sem ensino superior;Sem classe alta ou muito alta;-10,20628833770752;Não;0
Branca;Masculino;Ensino Superior;Classe alta e muito alta;-9,08076381683350;Não;0
Não-branca;Feminino;Sem ensino superior;Classe alta e muito alta;-10,46880340576172;Não;0
Não-branca;Feminino;Ensino Superior;Classe alta e muito alta;-8,70149421691895;Não;0
Branca;Masculino;Ensino Superior;Classe alta e muito alta;-10,19559860229492;Não;0
Branca;Masculino;Ensino Superior;Classe alta e muito alta;-4,71112203598022;Sim;1
Branca;Masculino;Ensino Superior;Classe alta e muito alta;-8,37432479858398;Não;0
Branca;Masculino;Ensino Superior;Classe alta e muito alta;-4,93604278564453;Não;1
Branca;Feminino;Ensino Superior;Sem classe alta ou muito alta;-12,70239543914795;Não;0
Branca;Masculino;Ensino Superior;Classe alta e muito alta;-10,35898876190186;Não;0
Branca;Masculino;Ensino Superior;Classe alta e muito alta;-5,12814235687256;Não;0
Branca;Feminino;Sem ensino superior;Sem classe alta ou muito alta;-11,82864761352539;Não;0
Não-branca;Masculino;Sem ensino superior;Sem classe alta ou muito alta;-11,99138832092285;Não;0
Branca;Feminino;Ensino Superior;Sem classe alta ou muito alta;-10,30464267730713;Não;0
Não-branca;Feminino;Ensino Superior;Sem classe alta ou muito alta;-10,42406082153320;Não;0
Branca;Masculino;Sem ensino superior;Sem classe alta ou muito alta;-10,26350593566895;Não;0
Branca;Masculino;Ensino Superior;Classe alta e muito alta;-7,67376041412354;Não;0
Branca;Masculino;Ensino Superior;Classe alta e muito alta;-9,72334671020508;Não;0
Não-branca;Masculino;Ensino Superior;Classe alta e muito alta;-13,86554622650146;Não;0
Não-branca;Masculino;Ensino Superior;Sem classe alta ou muito alta;-12,07378673553467;Não;0
Não-branca;Feminino;Sem ensino superior;Sem classe alta ou muito alta;-10,09870338439941;Não;0
Branca;Feminino;Sem ensino superior;Sem classe alta ou muito alta;-13,53451728820801;Não;0
Não-branca;Feminino;Sem ensino superior;Sem classe alta ou muito alta;-10,29977703094482;Não;0
Branca;Masculino;Ensino Superior;Classe alta e muito alta;-10,80527591705322;Não;0
Não-branca;Masculino;Sem ensino superior;Sem classe alta ou muito alta;-10,58213233947754;Não;0
Branca;Masculino;Sem ensino superior;Sem classe alta ou muito alta;-10,30464267730713;Não;0
Branca;Feminino;Sem ensino superior;Sem classe alta ou muito alta;-9,76879405975342;Não;0
