amicus;cutoffs_ALL;cutoffs_BREYER;cutoffs_GINSBURG;cutoffs_KENNEDY;cutoffs_ROBERTS;cutoffs_SCALIA;BREYER_res_questions;GINSBURG_res_questions;KENNEDY_res_questions;ROBERTS_res_questions;SCALIA_res_questions;BREYER_pet_questions;GINSBURG_pet_questions;KENNEDY_pet_questions;ROBERTS_pet_questions;SCALIA_pet_questions;BREYER_question_diff;GINSBURG_question_diff;KENNEDY_question_diff;ROBERTS_question_diff;SCALIA_question_diff;BREYER_cc_ratio_pet;GINSBURG_cc_ratio_pet;KENNEDY_cc_ratio_pet;ROBERTS_cc_ratio_pet;SCALIA_cc_ratio_pet;BREYER_cc_ratio_res;GINSBURG_cc_ratio_res;KENNEDY_cc_ratio_res;ROBERTS_cc_ratio_res;SCALIA_cc_ratio_res;BREYER_cc_ratio_diff;GINSBURG_cc_ratio_diff;KENNEDY_cc_ratio_diff;ROBERTS_cc_ratio_diff;SCALIA_cc_ratio_diff;BREYER_qc_ratio_diff;GINSBURG_qc_ratio_diff;KENNEDY_qc_ratio_diff;ROBERTS_qc_ratio_diff;SCALIA_qc_ratio_diff;BREYER_wc_ratio_diff;GINSBURG_wc_ratio_diff;KENNEDY_wc_ratio_diff;ROBERTS_wc_ratio_diff;SCALIA_wc_ratio_diff;caseOrigin_circuit;adminAction;adminActionState;lcDispositionDirection;lcDisposition;issueArea;certReason;jurisdiction;winner
1;-5;1,000000000;-1,000000000;0,000000000;0,333333333;0,052631579;0,5000000000000000;0,0000000000000000;0,2000000000000000;0,2162162162162162;0,2142857142857143;0,0000000000000000;0,6000000000000000;0,4545454545454546;0,4285714285714285;0,2692307692307692;-1;1;1;1;0;0,0400000000000000;0,9523809523809524;0,5238095238095238;0,3620689655172414;0,4814814814814815;0,9600000000000000;0,0476190476190476;0,4761904761904762;0,6379310344827587;0,5185185185185185;-1;1;0;-1;0;-1;1;1;0;0;-1;1;0;-1;0;6;1;0;2,0;2,0;8;11;1;1
-1;-3;0,214285714;-0,428571429;0,555555556;-0,250000000;-0,818181818;0,2750000000000000;0,6153846153846154;0,5000000000000000;0,3888888888888889;0,5000000000000000;0,2244897959183673;0,2380952380952381;0,2000000000000000;0,2500000000000000;0,4545454545454546;0;-1;-1;0;0;0,3798449612403101;0,6176470588235294;0,4761904761904762;0,5714285714285714;0,9428571428571428;0,6201550387596899;0,3823529411764706;0,5238095238095238;0,4285714285714285;0,0571428571428571;-1;1;0;0;1;-1;-1;-1;0;1;-1;1;1;0;1;0;0;0;1,0;2,0;1;12;1;0
1;4;1,000000000;-0,333333333;-0,600000000;0,714285714;-0,818181818;0,1578947368421052;0,3333333333333333;0,1428571428571428;0,3000000000000000;0,0000000000000000;0,0000000000000000;0,2173913043478261;0,2105263157894737;0,0000000000000000;0,2307692307692308;0;0;0;-1;1;0,0172413793103448;0,7931034482758621;0,7307692307692307;0,2105263157894737;0,8965517241379310;0,9827586206896552;0,2068965517241379;0,2692307692307692;0,7894736842105263;0,1034482758620690;-1;1;1;-1;1;-1;1;1;-1;1;-1;1;1;-1;1;0;0;0;2,0;2,0;1;6;1;0
0;-2;-0,200000000;-0,666666667;0,333333333;0,333333333;0,280000000;0,2352941176470588;0,3076923076923077;0,1250000000000000;0,2068965517241379;0,1621621621621622;0,0500000000000000;0,2647058823529412;0,3076923076923077;0,3157894736842105;0,0000000000000000;0;0;0;0;0;0,2816901408450704;0,7234042553191490;0,6190476190476191;0,3958333333333333;0,2600000000000000;0,7183098591549296;0,2765957446808511;0,3809523809523810;0,6041666666666666;0,7400000000000000;-1;1;1;-1;-1;-1;1;1;0;-1;-1;1;0;0;-1;10;0;0;2,0;2,0;3;2;1;0
0;7;0,125000000;1,000000000;1,000000000;0,333333333;-0,230769231;0,1463414634146341;0,0833333333333333;0,1666666666666667;0,5000000000000000;0,2777777777777778;0,1929824561403509;0,1111111111111111;0,1250000000000000;0,4166666666666667;0,2051282051282051;0;0;0;0;0;0,5816326530612245;0,2727272727272727;0,5714285714285714;0,7500000000000000;0,6842105263157895;0,4183673469387755;0,7272727272727273;0,4285714285714285;0,2500000000000000;0,3157894736842105;0;-1;0;1;1;1;-1;0;1;1;0;-1;0;1;0;9;0;0;1,0;2,0;9;11;1;1
0;-4;-0,714285714;-0,454545455;0,333333333;-0,200000000;1,000000000;0,0909090909090909;0,1111111111111111;0,5000000000000000;0,1111111111111111;0,2666666666666667;0,2800000000000000;0,2333333333333334;0,1666666666666667;0,0000000000000000;0,0000000000000000;0;0;-1;0;-1;0,6944444444444444;0,7692307692307693;0,6666666666666666;0,5714285714285714;0,0625000000000000;0,3055555555555556;0,2307692307692308;0,3333333333333333;0,4285714285714285;0,9375000000000000;1;1;1;0;-1;1;1;0;-1;-1;1;1;1;1;-1;10;0;0;1,0;2,0;6;2;1;0
1;4;0,000000000;0,000000000;0,600000000;0,428571429;0,500000000;0,2222222222222222;0,1818181818181819;0,0000000000000000;0,2500000000000000;0,1666666666666667;0,4782608695652174;0,1388888888888889;0,5555555555555556;0,2857142857142857;0,2857142857142857;1;0;1;0;0;0,7187500000000000;0,7659574468085106;0,4736842105263158;0,2592592592592592;0,5384615384615384;0,2812500000000000;0,2340425531914894;0,5263157894736842;0,7407407407407407;0,4615384615384616;1;1;0;-1;0;1;1;1;-1;1;1;1;0;-1;0;1;0;0;2,0;2,0;5;11;1;1
0;58;0,714285714;0,400000000;0,034482759;0,846153846;0,785714286;0,0857142857142857;0,1764705882352941;0,1818181818181819;0,1304347826086956;0,2142857142857143;0,2727272727272727;0,2352941176470588;0,1666666666666667;0,0000000000000000;0,3571428571428572;0;0;0;0;0;0,2391304347826087;0,5000000000000000;0,4500000000000000;0,1153846153846154;0,2500000000000000;0,7608695652173914;0,5000000000000000;0,5500000000000000;0,8846153846153846;0,7500000000000000;-1;0;0;-1;-1;0;0;0;-1;-1;-1;0;0;-1;0;3;0;0;2,0;4,0;3;12;1;1
0;7;0,200000000;0,000000000;1,000000000;0,500000000;0,333333333;0,0769230769230769;0,2500000000000000;0,0714285714285714;0,2857142857142857;0,2916666666666667;0,1875000000000000;0,5000000000000000;0,1666666666666667;0,1666666666666667;0,2727272727272727;0;1;0;0;0;0,3809523809523810;0,2000000000000000;0,3000000000000000;0,3000000000000000;0,1864406779661017;0,6190476190476191;0,8000000000000000;0,7000000000000000;0,7000000000000000;0,8135593220338984;-1;-1;-1;-1;-1;0;-1;0;-1;-1;0;-1;-1;-1;-1;0;0;0;2,0;4,0;1;2;1;1
1;-16;1,000000000;0,200000000;-1,000000000;-1,000000000;-0,500000000;0,6000000000000000;0,2352941176470588;0,0000000000000000;0,5625000000000000;0,3076923076923077;0,0000000000000000;0,3076923076923077;0,5000000000000000;0,2820512820512820;0,1666666666666667;-1;0;1;-1;0;0,1666666666666667;0,4333333333333333;0,6666666666666666;0,7090909090909091;0,6486486486486487;0,8333333333333334;0,5666666666666667;0,3333333333333333;0,2909090909090909;0,3513513513513514;-1;0;1;1;1;-1;0;1;0;0;-1;-1;1;1;1;4;0;0;2,0;5,0;9;2;1;1
0;6;0,789473684;0,400000000;-1,000000000;-0,333333333;-0,407407407;0,2000000000000000;0,2500000000000000;0,0000000000000000;0,0000000000000000;0,3000000000000000;0,0000000000000000;0,2857142857142857;0,2500000000000000;0,2222222222222222;0,2500000000000000;0;0;1;1;0;0,0476190476190476;0,2258064516129032;0,8000000000000000;0,7500000000000000;0,6153846153846154;0,9523809523809524;0,7741935483870968;0,2000000000000000;0,2500000000000000;0,3846153846153846;-1;-1;1;1;1;-1;-1;1;1;0;-1;-1;1;1;1;11;0;0;1,0;2,0;10;11;1;1
1;17;0,750000000;0,200000000;-1,000000000;0,777777778;0,583333333;0,1428571428571428;0,2307692307692308;0,0000000000000000;0,3529411764705883;0,1176470588235294;0,2500000000000000;0,2000000000000000;0,5000000000000000;0,0000000000000000;0,4166666666666667;0;0;1;-1;1;0,1025641025641026;0,4901960784313726;0,9411764705882352;0,2916666666666667;0,1904761904761905;0,8974358974358975;0,5098039215686274;0,0588235294117647;0,7083333333333334;0,8095238095238095;-1;0;1;-1;-1;-1;0;1;-1;0;-1;0;1;-1;-1;7;0;0;2,0;11,0;5;11;1;1
0;-4;0,000000000;0,666666667;-1,000000000;-0,428571429;0,111111111;0,1071428571428571;0,2307692307692308;0,0000000000000000;0,1428571428571428;0,2222222222222222;0,1000000000000000;0,2000000000000000;0,2500000000000000;0,1428571428571428;0,3000000000000000;0;0;1;0;0;0,2631578947368421;0,2777777777777778;0,9230769230769232;0,7500000000000000;0,2702702702702703;0,7368421052631579;0,7222222222222222;0,0769230769230769;0,2500000000000000;0,7297297297297297;-1;-1;1;1;-1;-1;-1;1;1;-1;-1;-1;1;1;-1;0;0;0;2,0;1,5;8;12;1;1
-1;-21;-0,500000000;-0,652173913;-1,000000000;0,230769231;-0,333333333;0,2941176470588235;0,1538461538461538;0,0000000000000000;0,2105263157894737;0,2777777777777778;0,0769230769230769;0,1666666666666667;0,2000000000000000;0,3333333333333333;0,3333333333333333;-1;0;0;0;0;0,4333333333333333;0,7636363636363637;0,9090909090909092;0,3870967741935484;0,6000000000000000;0,5666666666666667;0,2363636363636364;0,0909090909090909;0,6129032258064516;0,4000000000000000;0;1;1;-1;0;-1;1;1;0;1;-1;1;1;-1;0;11;0;0;1,0;2,0;1;2;1;0
-1;8;0,111111111;0,428571429;-0,333333333;-1,000000000;0,333333333;0,1578947368421052;0,5000000000000000;0,2500000000000000;0,0000000000000000;0,2500000000000000;0,2857142857142857;0,3333333333333333;0,0000000000000000;0,2666666666666667;0,3076923076923077;0;0;-1;1;0;0,2692307692307692;0,1764705882352941;0,5789473684210527;0,9090909090909092;0,3513513513513514;0,7307692307692307;0,8235294117647058;0,4210526315789473;0,0909090909090909;0,6486486486486487;-1;-1;0;1;-1;0;-1;-1;1;0;-1;-1;1;1;0;0;0;0;1,0;2,0;4;12;1;1
1;-4;0,100000000;1,000000000;0,000000000;0,000000000;0,000000000;0,0000000000000000;0,4000000000000000;0,0000000000000000;0,4285714285714285;0,0000000000000000;0,3043478260869565;0,0000000000000000;0,1666666666666667;0,4444444444444444;0,4000000000000000;1;-1;0;0;1;0,3484848484848485;0,6153846153846154;0,5454545454545454;0,3913043478260870;0,2631578947368421;0,6515151515151515;0,3846153846153846;0,4545454545454546;0,6086956521739131;0,7368421052631579;-1;1;0;-1;-1;1;-1;1;0;1;-1;0;0;0;-1;9;0;0;2,0;4,0;8;11;1;1
0;-13;-0,142857143;-0,230769231;-0,333333333;-0,200000000;-1,000000000;0,1562500000000000;0,1052631578947368;0,5000000000000000;0,4444444444444444;0,0000000000000000;0,2222222222222222;0,4800000000000000;0,0000000000000000;0,3333333333333333;0,5714285714285714;0;1;-1;0;1;0,4576271186440678;0,5681818181818182;0,4000000000000000;0,5000000000000000;0,8750000000000000;0,5423728813559322;0,4318181818181818;0,6000000000000000;0,5000000000000000;0,1250000000000000;0;0;0;0;1;0;1;-1;0;1;0;1;0;-1;1;2;0;0;2,0;2,0;9;11;1;1
1;6;1,000000000;-1,000000000;-0,600000000;0,714285714;0,666666667;0,3409090909090909;0,0000000000000000;0,0769230769230769;0,3750000000000000;0,1200000000000000;0,2083333333333334;0,3529411764705883;0,4090909090909091;0,2500000000000000;0,5000000000000000;0;1;1;0;1;0,3529411764705883;0,9444444444444444;0,6285714285714286;0,3333333333333333;0,2424242424242424;0,6470588235294118;0,0555555555555556;0,3714285714285714;0,6666666666666666;0,7575757575757576;-1;1;1;-1;-1;-1;1;1;-1;0;-1;1;0;0;-1;6;0;0;1,0;1,5;8;2;1;1
-1;25;0,777777778;0,333333333;-1,000000000;-0,272727273;-0,538461538;0,0545454545454545;0,1818181818181819;0,0000000000000000;0,2500000000000000;0,2500000000000000;0,2000000000000000;0,7142857142857143;0,2666666666666667;0,3333333333333333;0,2045454545454546;0;1;1;0;0;0,0833333333333333;0,3888888888888889;0,9375000000000000;0,5454545454545454;0,9166666666666666;0,9166666666666666;0,6111111111111112;0,0625000000000000;0,4545454545454546;0,0833333333333333;-1;-1;1;0;1;-1;1;1;1;1;-1;-1;1;0;1;0;0;0;1,0;1,5;1;12;1;0
0;37;1,000000000;0,333333333;1,000000000;0,000000000;0,846153846;0,1636363636363636;0,1818181818181819;0,3333333333333333;0,0000000000000000;0,1698113207547170;0,0000000000000000;0,2142857142857143;0,0000000000000000;0,1428571428571428;0,4285714285714285;0;0;-1;0;1;0,0178571428571428;0,5600000000000001;0,1428571428571428;0,5185185185185185;0,1166666666666667;0,9821428571428572;0,4400000000000000;0,8571428571428571;0,4814814814814815;0,8833333333333333;-1;0;-1;0;-1;-1;0;-1;1;-1;-1;0;-1;1;-1;2;0;0;2,0;5,0;10;2;1;1
0;1;-0,200000000;0,714285714;0,166666667;-0,538461538;-0,153846154;0,2250000000000000;0,3000000000000000;0,2000000000000000;0,2222222222222222;0,2000000000000000;0,1470588235294118;0,2727272727272727;0,2500000000000000;0,1500000000000000;0,0740740740740741;0;0;0;0;0;0,4594594594594595;0,5238095238095238;0,4444444444444444;0,6896551724137931;0,6835443037974683;0,5405405405405406;0,4761904761904762;0,5555555555555556;0,3103448275862069;0,3164556962025317;0;0;0;1;1;-1;0;0;0;0;0;1;1;1;1;10;1;0;1,0;-1,0;2;2;1;0
0;-10;1,000000000;0,800000000;-1,000000000;-0,600000000;-0,333333333;0,1666666666666667;0,4000000000000000;0,0000000000000000;0,2777777777777778;0,2307692307692308;0,0000000000000000;0,4000000000000000;0,0909090909090909;0,2142857142857143;0,2666666666666667;0;0;0;0;0;0,0476190476190476;0,1428571428571428;0,9166666666666666;0,4375000000000000;0,3658536585365854;0,9523809523809524;0,8571428571428571;0,0833333333333333;0,5625000000000000;0,6341463414634146;-1;-1;1;0;-1;-1;-1;1;-1;0;-1;-1;1;0;-1;9;0;0;2,0;1,5;1;12;1;1
-1;2;0,400000000;-0,111111111;-1,000000000;0,818181818;-0,333333333;0,1764705882352941;0,1538461538461538;0,2000000000000000;0,1379310344827586;0,1333333333333333;0,5882352941176471;0,2857142857142857;0,3750000000000000;0,6250000000000000;0,4444444444444444;1;0;0;1;1;0,3333333333333333;0,5185185185185185;0,6153846153846154;0,2162162162162162;0,6428571428571429;0,6666666666666666;0,4814814814814815;0,3846153846153846;0,7837837837837838;0,3571428571428572;-1;0;1;-1;1;1;1;1;0;1;-1;0;1;-1;1;0;1;1;1,0;2,0;4;5;1;1
0;2;0,142857143;-1,000000000;-0,250000000;0,000000000;0,454545455;0,1578947368421052;0,0000000000000000;0,1666666666666667;0,0000000000000000;0,1818181818181819;0,1785714285714286;0,4000000000000000;0,3333333333333333;0,0000000000000000;0,4615384615384616;0;1;0;0;1;0,2276422764227642;0,9523809523809524;0,4000000000000000;0,5000000000000000;0,2280701754385965;0,7723577235772358;0,0476190476190476;0,6000000000000000;0,5000000000000000;0,7719298245614035;-1;1;0;0;-1;-1;1;0;0;0;-1;1;0;0;-1;12;0;0;2,0;2,0;3;2;1;1
1;-7;0,500000000;0,000000000;-0,500000000;-0,200000000;0,428571429;0,2857142857142857;0,7142857142857143;0,4000000000000000;0,3571428571428572;0,3333333333333333;0,1363636363636364;0,2000000000000000;0,2727272727272727;0,1666666666666667;0,3333333333333333;0;-1;0;0;0;0,4400000000000000;0,6818181818181818;0,8979591836734694;0,6315789473684210;0,2857142857142857;0,5600000000000001;0,3181818181818182;0,1020408163265306;0,3684210526315789;0,7142857142857143;0;1;1;1;-1;-1;-1;1;0;-1;-1;1;1;0;-1;8;0;0;2,0;1,5;2;2;1;0
-1;18;-0,600000000;-1,000000000;0,333333333;0,428571429;1,000000000;0,4545454545454546;0,0000000000000000;0,5000000000000000;0,2325581395348837;0,1666666666666667;0,3095238095238095;0,0000000000000000;0,1250000000000000;0,4117647058823529;0,0000000000000000;0;0;-1;0;0;0,7924528301886793;0,8571428571428571;0,6666666666666666;0,2833333333333333;0,0476190476190476;0,2075471698113208;0,1428571428571428;0,3333333333333333;0,7166666666666667;0,9523809523809524;1;1;1;-1;-1;1;0;-1;0;-1;1;1;1;0;-1;0;1;0;2,0;2,0;8;12;1;0
-1;8;1,000000000;-1,000000000;-0,714285714;0,636363636;0,375000000;0,1730769230769231;0,5000000000000000;0,0000000000000000;0,2800000000000000;0,1136363636363636;0,0000000000000000;0,4444444444444444;0,2857142857142857;0,5000000000000000;0,2352941176470588;0;0;1;1;0;0,0188679245283019;0,6923076923076923;0,8750000000000000;0,1379310344827586;0,2786885245901639;0,9811320754716980;0,3076923076923077;0,1250000000000000;0,8620689655172413;0,7213114754098361;-1;1;1;-1;-1;-1;1;1;-1;0;-1;1;1;-1;-1;2;0;0;1,0;5,0;3;11;1;1
1;5;0,272727273;0,000000000;0,000000000;0,333333333;-0,333333333;0,2647058823529412;0,0833333333333333;0,3333333333333333;0,3333333333333333;0,2000000000000000;0,1538461538461538;0,2105263157894737;0,2500000000000000;0,2000000000000000;0,2258064516129032;0;0;0;0;0;0,2765957446808511;0,4418604651162791;0,4000000000000000;0,6250000000000000;0,7560975609756098;0,7234042553191490;0,5581395348837209;0,6000000000000000;0,3750000000000000;0,2439024390243902;-1;0;0;1;1;-1;1;-1;0;1;-1;0;-1;1;1;9;0;0;1,0;5,0;9;7;1;1
0;0;-0,333333333;1,000000000;1,000000000;0,200000000;0,714285714;0,3000000000000000;0,6000000000000000;0,2380952380952381;0,1562500000000000;0,3200000000000000;0,2424242424242424;0,6666666666666666;0,0000000000000000;0,4285714285714285;0,4000000000000000;0;0;-1;1;0;0,6226415094339622;0,5454545454545454;0,0454545454545454;0,1794871794871795;0,1666666666666667;0,3773584905660378;0,4545454545454546;0,9545454545454546;0,8205128205128205;0,8333333333333334;1;0;-1;-1;-1;0;0;-1;-1;-1;1;1;-1;-1;-1;12;0;0;1,0;9,0;3;1;2;1
1;2;0,000000000;1,000000000;-1,000000000;0,200000000;-0,428571429;0,0000000000000000;0,7500000000000000;0,0000000000000000;0,1176470588235294;0,1071428571428571;0,0000000000000000;1,0000000000000000;0,8333333333333334;0,1538461538461538;0,1764705882352941;0;1;1;0;0;0,5000000000000000;0,1111111111111111;0,8571428571428571;0,4333333333333333;0,3777777777777778;0,5000000000000000;0,8888888888888888;0,1428571428571428;0,5666666666666667;0,6222222222222222;0;-1;1;0;-1;0;-1;1;0;0;0;-1;1;0;0;11;0;0;1,0;2,0;8;11;1;1
1;-11;-1,000000000;-0,777777778;1,000000000;-0,263157895;-0,066666667;1,0000000000000000;0,0714285714285714;0,0000000000000000;0,1428571428571428;0,2352941176470588;0,0370370370370370;0,1818181818181819;0,0000000000000000;0,2500000000000000;0,3076923076923077;-1;0;0;0;0;0,9310344827586208;0,6111111111111112;0,2500000000000000;0,4878048780487805;0,4333333333333333;0,0689655172413793;0,3888888888888889;0,7500000000000000;0,5121951219512195;0,5666666666666667;1;1;-1;0;0;-1;1;0;1;0;1;0;-1;0;-1;6;0;0;2,0;6,0;9;2;1;1
1;5;-0,200000000;-0,200000000;1,000000000;1,000000000;0,428571429;0,1428571428571428;0,1666666666666667;0,0000000000000000;0,2812500000000000;0,4166666666666667;0,5000000000000000;0,2000000000000000;0,7500000000000000;0,3333333333333333;0,5714285714285714;1;0;1;0;0;0,3225806451612903;0,7692307692307693;0,2500000000000000;0,2195121951219512;0,3684210526315789;0,6774193548387096;0,2307692307692308;0,7500000000000000;0,7804878048780488;0,6315789473684210;-1;1;-1;-1;-1;1;1;1;-1;0;-1;1;-1;-1;-1;3;0;0;2,0;4,0;3;12;1;1
1;-32;-0,523809524;-0,166666667;0,083333333;1,000000000;0,181818182;0,0454545454545454;0,0500000000000000;0,0638297872340425;0,1578947368421052;0,1351351351351351;0,2419354838709677;0,3888888888888889;0,1111111111111111;0,0000000000000000;0,2500000000000000;0;1;0;0;0;0,7380952380952381;0,6428571428571429;0,4337349397590362;0,1914893617021277;0,3508771929824561;0,2619047619047619;0,3571428571428572;0,5662650602409639;0,8085106382978723;0,6491228070175439;1;1;0;-1;-1;1;1;0;-1;0;0;1;0;-1;-1;0;0;0;2,0;4,0;9;-1;1;0
0;7;-1,000000000;1,000000000;-1,000000000;0,000000000;0,384615385;0,0571428571428571;0,3529411764705883;0,0000000000000000;0,0909090909090909;0,1875000000000000;0,0000000000000000;0,5555555555555556;0,6666666666666666;0,1000000000000000;0,2142857142857143;0;1;1;0;0;0,2391304347826087;0,3461538461538461;0,7500000000000000;0,4761904761904762;0,2258064516129032;0,7608695652173914;0,6538461538461539;0,2500000000000000;0,5238095238095238;0,7741935483870968;-1;-1;1;0;-1;-1;0;1;0;-1;-1;-1;1;0;-1;2;0;0;2,0;8,0;9;12;1;1
1;7;0,294117647;0,090909091;0,777777778;0,272727273;0,360000000;0,1846153846153847;0,0909090909090909;0,1162790697674419;0,2162162162162162;0,2195121951219512;0,3333333333333333;0,4210526315789473;0,0000000000000000;0,2727272727272727;0,1666666666666667;0;1;0;0;0;0,1558441558441558;0,4634146341463415;0,0652173913043478;0,3728813559322034;0,3692307692307693;0,8441558441558441;0,5365853658536586;0,9347826086956522;0,6271186440677966;0,6307692307692307;-1;0;-1;-1;-1;-1;1;-1;0;-1;-1;0;-1;-1;0;9;0;0;2,0;4,0;3;12;1;1
0;2;0,142857143;0,666666667;-0,750000000;0,500000000;0,000000000;0,1379310344827586;0,1666666666666667;0,0909090909090909;0,4210526315789473;0,2083333333333334;0,2500000000000000;0,0000000000000000;0,2272727272727273;0,2000000000000000;0,3000000000000000;0;0;0;-1;0;0,2926829268292683;0,2941176470588235;0,5000000000000000;0,2083333333333334;0,2941176470588235;0,7073170731707317;0,7058823529411765;0,5000000000000000;0,7916666666666666;0,7058823529411765;-1;-1;0;-1;-1;0;-1;1;-1;-1;-1;-1;0;-1;-1;9;0;0;2,0;4,0;1;13;1;1
0;16;0,384615385;0,200000000;-0,500000000;-0,333333333;1,000000000;0,1724137931034483;0,0833333333333333;0,2000000000000000;0,1818181818181819;0,1509433962264151;0,2608695652173913;0,3333333333333333;0,3333333333333333;0,7272727272727273;0,0000000000000000;0;1;0;1;0;0,4423076923076923;0,2000000000000000;0,7826086956521739;0,5000000000000000;0,0185185185185185;0,5576923076923077;0,8000000000000000;0,2173913043478261;0,5000000000000000;0,9814814814814816;0;-1;1;0;-1;0;0;1;1;-1;0;-1;1;0;-1;9;0;0;2,0;1,5;2;2;1;1
1;26;1,000000000;0,333333333;-1,000000000;0,333333333;-0,111111111;0,2333333333333334;0,1272727272727273;0,0000000000000000;0,1875000000000000;0,3750000000000000;0,0000000000000000;0,0232558139534884;0,1875000000000000;0,2666666666666667;0,2750000000000000;-1;0;0;0;0;0,0322580645161290;0,4387755102040816;0,9411764705882352;0,4838709677419355;0,7142857142857143;0,9677419354838710;0,5612244897959183;0,0588235294117647;0,5161290322580645;0,2857142857142857;-1;0;1;0;1;-1;-1;1;0;1;-1;0;1;-1;1;10;0;0;2,0;5,0;9;12;1;1
1;-16;-0,333333333;-1,000000000;-1,000000000;0,000000000;-0,333333333;0,2222222222222222;0,0000000000000000;0,0000000000000000;0,0000000000000000;0,2307692307692308;0,1333333333333333;0,3000000000000000;0,4285714285714285;0,0000000000000000;0,6363636363636364;0;1;1;0;1;0,6250000000000000;0,9090909090909092;0,9545454545454546;0,5000000000000000;0,4583333333333333;0,3750000000000000;0,0909090909090909;0,0454545454545454;0,5000000000000000;0,5416666666666666;1;1;1;0;0;0;1;1;0;1;0;1;1;0;0;10;0;0;1,0;2,0;9;-1;1;0
0;-16;-0,272727273;0,090909091;-0,200000000;0,250000000;0,733333333;0,3870967741935484;0,4285714285714285;0,0000000000000000;0,3200000000000000;0,2727272727272727;0,2608695652173913;0,0833333333333333;0,4000000000000000;0,2857142857142857;0,3333333333333333;0;-1;1;0;0;0,4259259259259259;0,3636363636363637;0,6666666666666666;0,2187500000000000;0,1200000000000000;0,5740740740740741;0,6363636363636364;0,3333333333333333;0,7812500000000000;0,8800000000000000;0;-1;1;-1;-1;-1;-1;1;-1;-1;-1;0;1;-1;-1;9;0;0;2,0;2,0;5;12;1;0
-1;44;0,444444444;-0,500000000;0,500000000;0,428571429;-0,142857143;0,2470588235294117;0,0000000000000000;0,4500000000000000;0,2083333333333334;0,1428571428571428;0,1250000000000000;0,1250000000000000;0,1250000000000000;0,2222222222222222;0,3125000000000000;0;0;-1;0;0;0,2201834862385321;0,8888888888888888;0,2857142857142857;0,2727272727272727;0,4324324324324325;0,7798165137614679;0,1111111111111111;0,7142857142857143;0,7272727272727273;0,5675675675675675;-1;1;-1;-1;0;-1;1;-1;-1;1;-1;1;0;-1;-1;10;0;0;2,0;1,5;2;12;1;1
-1;17;0,125000000;0,222222222;0,272727273;0,000000000;0,034482759;0,1785714285714286;0,3076923076923077;0,2727272727272727;0,0000000000000000;0,2432432432432433;0,2258064516129032;0,4210526315789473;0,0000000000000000;0,0000000000000000;0,2195121951219512;0;0;-1;0;0;0,5254237288135594;0,4222222222222222;0,5217391304347826;0,5000000000000000;0,5256410256410257;0,4745762711864407;0,5777777777777777;0,4782608695652174;0,5000000000000000;0,4743589743589743;0;0;0;0;0;0;0;-1;0;0;0;-1;0;0;0;4;1;1;1,0;1,5;2;11;1;0
0;33;0,789473684;0,166666667;0,000000000;-0,600000000;1,000000000;0,2539682539682540;0,2580645161290323;0,0000000000000000;0,2500000000000000;0,3888888888888889;0,0000000000000000;0,2727272727272727;0,0000000000000000;0,2727272727272727;0,0000000000000000;-1;0;0;0;-1;0,0597014925373134;0,4150943396226415;0,5000000000000000;0,7333333333333333;0,0526315789473684;0,9402985074626866;0,5849056603773585;0,5000000000000000;0,2666666666666667;0,9473684210526316;-1;0;0;1;-1;-1;0;0;1;-1;-1;0;0;1;-1;4;0;0;1,0;5,0;9;2;1;1
0;-24;-0,315789474;-1,000000000;0,200000000;-0,200000000;0,151515152;0,2857142857142857;1,0000000000000000;0,2500000000000000;0,2500000000000000;0,1621621621621622;0,2014925373134328;0,1250000000000000;0,6666666666666666;0,3333333333333333;0,1750000000000000;0;-1;1;0;0;0,7052631578947368;0,7272727272727273;0,2727272727272727;0,6521739130434783;0,5194805194805194;0,2947368421052631;0,2727272727272727;0,7272727272727273;0,3478260869565217;0,4805194805194805;1;1;-1;1;0;1;-1;0;1;0;0;1;-1;1;0;9;0;0;2,0;4,0;1;12;1;1
0;-3;1,000000000;-0,666666667;-0,333333333;-0,166666667;0,285714286;0,1219512195121951;0,4545454545454546;0,0000000000000000;0,1538461538461538;0,1666666666666667;0,0000000000000000;0,3000000000000000;0,2500000000000000;0,2857142857142857;0,1176470588235294;0;0;1;0;0;0,0238095238095238;0,4761904761904762;0,8421052631578947;0,5185185185185185;0,3617021276595745;0,9761904761904762;0,5238095238095238;0,1578947368421052;0,4814814814814815;0,6382978723404256;-1;0;1;0;-1;-1;-1;1;1;-1;-1;0;1;0;-1;9;0;0;2,0;1,5;8;12;1;1
1;3;-0,333333333;1,000000000;-1,000000000;-0,333333333;0,800000000;0,1886792452830189;0,3333333333333333;0,3333333333333333;0,1764705882352941;0,3043478260869565;0,2790697674418605;0,3333333333333333;0,3636363636363637;0,1428571428571428;0,3333333333333333;0;0;0;0;0;0,4479166666666667;0,1428571428571428;0,7857142857142857;0,2916666666666667;0,0612244897959184;0,5520833333333334;0,8571428571428571;0,2142857142857143;0,7083333333333334;0,9387755102040816;0;-1;1;-1;-1;0;-1;1;-1;-1;0;-1;1;-1;-1;9;0;0;2,0;1,5;8;11;1;1
